Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining,nearest_day_return,nearest_day,Com_name,Sector
CTL_5076,2018/8/8,92,210,53,13,44,1,-0.005364725,2018/8/8 0:00,CTL,Telecommunication Services
CTL_5077,2018/11/8,80,146,37,23,24,2,-0.018164853,2018/11/8 0:00,CTL,Telecommunication Services
CTL_4965,2014/8/6,54,117,60,1,28,2,-0.013234931,2014/8/6 0:00,CTL,Telecommunication Services
CTL_5080,2019/8/7,98,185,59,18,61,5,-0.030962333999999998,2019/8/7 0:00,CTL,Telecommunication Services
CTL_5082,2020/2/12,79,210,74,21,31,4,,,CTL,Telecommunication Services
CTL_5074,2018/2/14,66,233,55,11,48,6,0.021499177999999997,2018/2/14 0:00,CTL,Telecommunication Services
T_3039,2019/10/28,53,199,59,3,75,16,0.042806877,2019/10/28 0:00,T,Telecommunication Services
T_2368,2019/4/24,71,188,64,5,72,7,-0.040809895,2019/4/24 0:00,T,Telecommunication Services
T_2426,2014/7/23,46,204,66,10,56,3,-0.0016693810000000002,2014/7/23 0:00,T,Telecommunication Services
T_2402,2014/1/28,62,192,82,13,84,5,0.005670021999999999,2014/1/28 0:00,T,Telecommunication Services
T_2451,2015/4/22,54,180,71,10,67,2,0.006123722,2015/4/22 0:00,T,Telecommunication Services
T_2378,2015/10/22,61,204,74,0,45,4,0.010714304,2015/10/22 0:00,T,Telecommunication Services
T_3040,2019/7/24,52,155,54,5,50,6,0.035836757000000004,2019/7/24 0:00,T,Telecommunication Services
T_2658,2017/7/25,70,186,74,16,67,9,-0.00027596799999999997,2017/7/25 0:00,T,Telecommunication Services
T_2803,2018/10/24,55,169,45,4,38,6,-0.080557232,2018/10/24 0:00,T,Telecommunication Services
T_2377,2015/7/23,50,220,63,3,75,7,-0.009921218,2015/7/23 0:00,T,Telecommunication Services
T_2389,2015/1/27,56,164,96,9,87,10,-0.011151264,2015/1/27 0:00,T,Telecommunication Services
T_2424,2014/4/22,50,203,74,2,73,7,0.006378246,2014/4/22 0:00,T,Telecommunication Services
T_2527,2016/7/21,51,195,79,7,47,6,-0.004448575,2016/7/21 0:00,T,Telecommunication Services
T_2370,2018/1/31,45,203,63,15,75,4,0.000267151,2018/1/31 0:00,T,Telecommunication Services
T_2400,2013/10/23,58,184,62,6,65,10,0.0014192229999999998,2013/10/23 0:00,T,Telecommunication Services
T_2372,2016/10/24,76,262,69,43,88,11,-0.016804509,2016/10/24 0:00,T,Telecommunication Services
T_2387,2014/10/22,46,140,67,5,56,12,-0.0034661740000000003,2014/10/22 0:00,T,Telecommunication Services
T_2657,2017/4/26,77,149,102,28,48,16,0.012518778999999999,2017/4/26 0:00,T,Telecommunication Services
T_3628,2012/1/26,69,164,99,8,45,7,-0.025157178,2012/1/26 0:00,T,Telecommunication Services
T_3053,2013/1/23,68,168,83,4,52,9,0.005057964,2013/1/23 0:00,T,Telecommunication Services
T_3038,2020/1/29,53,201,74,5,70,6,-0.039657919,2020/1/29 0:00,T,Telecommunication Services
T_2414,2013/7/23,70,223,98,5,87,0,0.006464293,2013/7/23 0:00,T,Telecommunication Services
T_2801,2018/4/25,45,184,91,8,69,9,0.005714308,2018/4/25 0:00,T,Telecommunication Services
T_3630,2012/4/24,41,189,64,1,62,5,0.036262616,2012/4/24 0:00,T,Telecommunication Services
T_3632,2012/7/24,43,178,103,16,47,1,-0.021198417,2012/7/24 0:00,T,Telecommunication Services
T_2802,2018/7/25,67,255,78,7,79,6,-0.045138898,2018/7/25 0:00,T,Telecommunication Services
T_2525,2016/1/27,54,192,75,9,75,7,0.002259831,2016/1/27 0:00,T,Telecommunication Services
T_3050,2013/4/23,84,181,67,12,61,0,0.006971351999999999,2013/4/23 0:00,T,Telecommunication Services
T_2526,2016/4/26,48,216,55,9,67,6,-0.003140511,2016/4/26 0:00,T,Telecommunication Services
VZ_21402,2016/4/21,98,154,76,17,62,14,-0.033236739,2016/4/21 0:00,VZ,Telecommunication Services
VZ_21568,2019/10/25,53,195,49,2,46,12,-0.003466538,2019/10/25 0:00,VZ,Telecommunication Services
VZ_21415,2014/7/22,69,177,40,4,63,3,0.005522658000000001,2014/7/22 0:00,VZ,Telecommunication Services
VZ_21379,2018/10/23,75,194,56,2,68,8,0.040560196,2018/10/23 0:00,VZ,Telecommunication Services
VZ_21657,2015/10/20,84,144,66,9,63,17,0.012080556999999999,2015/10/20 0:00,VZ,Telecommunication Services
VZ_21404,2016/10/20,104,132,55,12,57,1,-0.024612974,2016/10/20 0:00,VZ,Telecommunication Services
VZ_21382,2019/8/1,79,174,59,1,45,8,-0.000180969,2019/8/1 0:00,VZ,Telecommunication Services
VZ_21655,2012/7/19,99,172,59,10,60,2,-0.029418141000000002,2012/7/19 0:00,VZ,Telecommunication Services
VZ_21391,2018/1/23,97,169,64,14,54,3,-0.004302274,2018/1/23 0:00,VZ,Telecommunication Services
VZ_21380,2019/1/29,61,185,52,6,77,3,-0.032504103,2019/1/29 0:00,VZ,Telecommunication Services
VZ_21569,2020/1/30,68,188,57,4,70,6,-0.002855672,2020/1/30 0:00,VZ,Telecommunication Services
VZ_21388,2017/4/20,98,143,53,2,45,7,-0.010829563,2017/4/20 0:00,VZ,Telecommunication Services
VZ_21416,2014/10/21,85,161,56,9,56,6,0.004331664,2014/10/21 0:00,VZ,Telecommunication Services
VZ_21378,2018/7/24,56,206,38,10,57,8,0.014975336,2018/7/24 0:00,VZ,Telecommunication Services
VZ_21389,2017/7/27,90,135,67,3,45,3,0.07680179599999999,2017/7/27 0:00,VZ,Telecommunication Services
VZ_21390,2017/10/19,87,136,58,3,62,2,0.011510741000000001,2017/10/19 0:00,VZ,Telecommunication Services
VZ_21400,2015/7/21,78,132,63,13,59,3,-0.023492667000000002,2015/7/21 0:00,VZ,Telecommunication Services
VZ_21412,2013/7/18,67,162,70,4,62,4,-0.015175413,2013/7/18 0:00,VZ,Telecommunication Services
VZ_21392,2018/4/24,68,168,49,0,60,15,0.020756234,2018/4/24 0:00,VZ,Telecommunication Services
VZ_21439,2012/1/24,56,193,55,3,75,6,-0.015885431999999998,2012/1/24 0:00,VZ,Telecommunication Services
VZ_21440,2012/4/19,88,151,57,8,55,3,0.013011197,2012/4/19 0:00,VZ,Telecommunication Services
VZ_21401,2016/1/21,91,178,67,11,81,12,0.032642972,2016/1/21 0:00,VZ,Telecommunication Services
VZ_21414,2014/4/24,84,146,79,7,83,4,-0.02424629,2014/4/24 0:00,VZ,Telecommunication Services
VZ_21403,2016/7/26,113,173,68,18,75,10,-0.018972572,2016/7/26 0:00,VZ,Telecommunication Services
VZ_21418,2015/4/21,79,169,64,7,47,6,-0.0042527929999999995,2015/4/21 0:00,VZ,Telecommunication Services
VZ_21381,2019/4/23,65,160,49,2,61,6,-0.020901104,2019/4/23 0:00,VZ,Telecommunication Services
VZ_21405,2017/1/24,96,195,76,24,68,4,-0.043693969000000006,2017/1/24 0:00,VZ,Telecommunication Services
VZ_21417,2015/1/22,83,161,45,8,55,6,-0.009326441,2015/1/22 0:00,VZ,Telecommunication Services
VZ_21451,2013/1/22,92,187,63,7,59,6,0.009402861,2013/1/22 0:00,VZ,Telecommunication Services
