Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining,nearest_day_return,nearest_day,Com_name,Sector
DD_7490,2014/4/17,70,186,44,5,65,9,0.004536173,2014/4/17 0:00,DD,Materials
DD_7399,2012/4/19,81,221,47,5,24,8,0.010112718,2012/4/19 0:00,DD,Materials
DD_7486,2013/10/22,104,217,61,7,52,10,0.004593855,2013/10/22 0:00,DD,Materials
DD_7405,2013/1/22,92,211,62,3,38,5,0.00443785,2013/1/22 0:00,DD,Materials
DD_7407,2013/4/23,100,222,69,1,62,5,0.02161987,2013/4/23 0:00,DD,Materials
DD_7995,2017/7/25,75,151,47,2,49,10,0.009513741,2017/7/25 0:00,DD,Materials
DD_7401,2012/7/24,89,188,63,5,25,10,-0.012487623,2012/7/24 0:00,DD,Materials
DD_7640,2014/7/22,87,189,66,5,63,5,0.008484344,2014/7/22 0:00,DD,Materials
DD_8179,2016/1/26,92,99,45,7,62,5,0.006638188000000001,2016/1/26 0:00,DD,Materials
DOW_8154,2019/10/24,88,148,54,5,30,1,0.047427519,2019/10/24 0:00,DOW,Materials
DOW_8155,2020/1/29,86,177,50,8,61,10,0.053223035,2020/1/29 0:00,DOW,Materials
ECL_7920,2016/5/3,142,208,111,2,56,5,-0.005950820999999999,2016/5/3 0:00,ECL,Materials
ECL_7921,2016/8/2,118,142,103,8,37,4,0.034886656,2016/8/2 0:00,ECL,Materials
ECL_7749,2013/2/26,103,258,52,5,38,4,0.041758147999999995,2013/2/26 0:00,ECL,Materials
ECL_7751,2013/7/30,94,259,73,3,46,3,0.017915326000000002,2013/7/30 0:00,ECL,Materials
ECL_7752,2013/10/29,95,295,58,4,33,5,0.040867724,2013/10/29 0:00,ECL,Materials
ECL_7750,2013/4/30,112,251,90,5,29,4,0.016456488999999998,2013/4/30 0:00,ECL,Materials
ECL_7561,2012/5/1,100,300,89,13,50,9,0.010205648000000001,2012/5/1 0:00,ECL,Materials
ECL_7924,2017/5/2,130,181,72,5,39,3,-0.03087039,2017/5/2 0:00,ECL,Materials
ECL_7753,2014/2/21,99,269,54,5,54,3,0.003141255,2014/2/21 0:00,ECL,Materials
ECL_8078,2019/10/29,92,122,47,5,44,0,0.015293115,2019/10/29 0:00,ECL,Materials
ECL_7756,2014/10/28,136,236,85,3,34,2,-0.000271139,2014/10/28 0:00,ECL,Materials
ECL_8072,2018/5/1,103,177,95,5,61,3,0.016301724,2018/5/1 0:00,ECL,Materials
ECL_8073,2018/7/31,111,209,79,4,56,2,-0.000284273,2018/7/31 0:00,ECL,Materials
ECL_7562,2012/7/31,147,269,82,5,39,2,-0.039618555,2012/7/31 0:00,ECL,Materials
ECL_7915,2015/2/24,146,280,90,1,58,3,0.014271576000000001,2015/2/24 0:00,ECL,Materials
ECL_8071,2018/2/20,115,210,102,7,74,4,0.00174915,2018/2/20 0:00,ECL,Materials
ECL_8075,2019/2/19,104,186,79,3,76,5,0.023427953999999997,2019/2/19 0:00,ECL,Materials
ECL_7916,2015/4/28,126,289,97,8,66,7,-0.026875659,2015/4/28 0:00,ECL,Materials
ECL_8074,2018/10/30,83,142,71,2,49,4,0.016648489,2018/10/30 0:00,ECL,Materials
ECL_7926,2017/10/31,123,159,59,10,42,5,-0.001985904,2017/10/31 0:00,ECL,Materials
ECL_7923,2017/2/21,107,199,71,4,49,3,0.000645436,2017/2/21 0:00,ECL,Materials
ECL_7755,2014/7/29,94,243,81,6,29,1,-0.010718743000000001,2014/7/29 0:00,ECL,Materials
ECL_7754,2014/4/28,87,249,57,1,29,2,-0.003801212,2014/4/28 0:00,ECL,Materials
ECL_7922,2016/11/1,133,203,76,2,46,3,-0.017780492,2016/11/1 0:00,ECL,Materials
ECL_7560,2012/2/28,128,245,81,2,54,7,-0.013893308,2012/2/28 0:00,ECL,Materials
ECL_7748,2012/10/30,93,262,90,4,45,5,0.000575056,2012/10/31 0:00,ECL,Materials
ECL_7925,2017/8/1,98,152,68,1,42,1,-0.00182278,2017/8/1 0:00,ECL,Materials
ECL_7919,2016/2/23,114,164,98,1,35,4,-0.073549794,2016/2/23 0:00,ECL,Materials
ECL_8076,2019/4/30,104,172,82,2,48,2,-0.001789501,2019/4/30 0:00,ECL,Materials
EMN_7781,2012/7/31,97,168,100,7,61,12,0.025098015,2012/7/31 0:00,EMN,Materials
EMN_8090,2018/2/2,62,263,58,5,51,11,0.008636441,2018/2/2 0:00,EMN,Materials
EMN_7779,2012/1/27,70,186,90,5,58,14,0.069821753,2012/1/27 0:00,EMN,Materials
EMN_7789,2014/7/29,129,159,69,11,48,4,-0.080636085,2014/7/29 0:00,EMN,Materials
EMN_8095,2019/4/26,130,221,86,8,50,6,-0.006195019,2019/4/26 0:00,EMN,Materials
EMN_7788,2014/4/25,94,237,66,7,66,5,-0.033787619,2014/4/25 0:00,EMN,Materials
EMN_7783,2013/2/1,75,144,107,13,58,12,0.03302879,2013/2/1 0:00,EMN,Materials
EMN_8093,2018/10/26,87,249,87,5,45,11,0.006180036,2018/10/26 0:00,EMN,Materials
EMN_7787,2014/1/31,101,224,76,5,57,5,0.026194522,2014/1/31 0:00,EMN,Materials
EMN_8096,2019/7/26,162,203,108,2,50,6,-0.036958897000000004,2019/7/26 0:00,EMN,Materials
EMN_7786,2013/10/25,84,187,97,10,51,4,-0.051594035999999996,2013/10/25 0:00,EMN,Materials
EMN_7955,2017/10/27,111,268,81,8,62,19,0.021528988,2017/10/27 0:00,EMN,Materials
EMN_8092,2018/7/27,85,227,58,5,33,10,-0.014457393,2018/7/27 0:00,EMN,Materials
EMN_7784,2013/4/26,103,154,102,8,39,5,-0.050653823,2013/4/26 0:00,EMN,Materials
EMN_7780,2012/4/27,75,112,81,13,40,4,-0.002951482,2012/4/27 0:00,EMN,Materials
EMN_7947,2015/10/30,102,225,53,9,50,8,-0.020892700000000004,2015/10/30 0:00,EMN,Materials
EMN_8091,2018/4/27,59,279,56,4,41,12,-0.01227576,2018/4/27 0:00,EMN,Materials
EMN_7952,2017/1/27,99,290,79,4,100,15,-0.032258114,2017/1/27 0:00,EMN,Materials
EMN_7792,2015/5/1,77,250,66,5,49,5,0.033062144,2015/5/1 0:00,EMN,Materials
EMN_7953,2017/4/28,60,302,74,4,44,10,-0.023389708,2017/4/28 0:00,EMN,Materials
EMN_7946,2015/7/28,92,222,48,7,45,4,0.068090362,2015/7/28 0:00,EMN,Materials
EMN_8094,2019/2/1,126,227,85,0,37,4,0.012900036,2019/2/1 0:00,EMN,Materials
EMN_7951,2016/10/28,112,301,82,11,89,10,0.070165028,2016/10/28 0:00,EMN,Materials
EMN_7785,2013/7/30,94,177,88,5,39,9,0.062908187,2013/7/30 0:00,EMN,Materials
EMN_7948,2016/1/29,125,221,81,10,65,13,-0.029337175,2016/1/29 0:00,EMN,Materials
EMN_7790,2014/10/31,78,213,75,14,34,6,0.066121187,2014/10/31 0:00,EMN,Materials
EMN_8097,2019/10/25,144,222,93,5,73,11,0.016389016,2019/10/25 0:00,EMN,Materials
EMN_7950,2016/7/29,138,238,71,15,64,22,-0.073042478,2016/7/29 0:00,EMN,Materials
EMN_7782,2012/10/26,85,136,86,8,61,10,0.121901154,2012/10/26 0:00,EMN,Materials
FCX_10388,2016/1/26,152,141,78,31,53,35,0.06598978400000001,2016/1/26 0:00,FCX,Materials
FCX_9899,2013/4/18,73,155,67,12,56,15,0.0017856870000000002,2013/4/18 0:00,FCX,Materials
FCX_10041,2014/1/22,94,161,82,63,111,22,-0.020986894,2014/1/22 0:00,FCX,Materials
FCX_9898,2013/1/22,77,161,80,20,109,20,0.046076078,2013/1/22 0:00,FCX,Materials
FCX_9897,2012/10/22,99,187,70,16,61,10,-0.014570143,2012/10/22 0:00,FCX,Materials
FCX_10194,2017/10/25,135,167,110,38,79,25,-0.034799721,2017/10/25 0:00,FCX,Materials
FCX_10392,2015/1/28,112,175,89,18,45,33,-0.052230637999999996,2015/1/28 0:00,FCX,Materials
FCX_10192,2017/4/26,136,114,81,49,41,51,0.030534321,2017/4/26 0:00,FCX,Materials
FCX_10044,2014/10/28,112,177,70,33,47,22,-0.041597893,2014/10/28 0:00,FCX,Materials
FCX_9895,2012/4/19,105,158,80,61,53,33,-0.00679034,2012/4/19 0:00,FCX,Materials
FCX_10307,2019/10/23,115,214,78,10,88,13,0.020140967,2019/10/23 0:00,FCX,Materials
FCX_10195,2018/1/25,143,196,101,39,72,18,0.011224455,2018/1/25 0:00,FCX,Materials
FCX_10389,2015/10/22,116,143,63,20,54,30,0.005857795,2015/10/22 0:00,FCX,Materials
FCX_10301,2018/4/24,94,112,72,31,67,14,-0.145135546,2018/4/24 0:00,FCX,Materials
FCX_9900,2013/7/23,90,156,76,12,48,26,0.028816472000000003,2013/7/23 0:00,FCX,Materials
FCX_10305,2019/4/25,102,205,80,5,42,18,-0.100883645,2019/4/25 0:00,FCX,Materials
FCX_10391,2015/4/24,127,184,112,22,79,36,0.037369208,2015/4/24 0:00,FCX,Materials
FCX_10387,2016/4/26,127,184,93,36,32,18,0.01145367,2016/4/26 0:00,FCX,Materials
FCX_9896,2012/7/19,91,182,83,13,56,19,0.042398476,2012/7/19 0:00,FCX,Materials
FCX_10189,2016/7/26,151,162,112,44,71,45,0.024232648,2016/7/26 0:00,FCX,Materials
FCX_10190,2016/10/25,126,125,78,33,58,34,0.036345763999999996,2016/10/25 0:00,FCX,Materials
FCX_10302,2018/7/25,86,107,69,12,49,6,-0.013067831,2018/7/25 0:00,FCX,Materials
FCX_10191,2017/1/25,171,137,104,121,54,47,-0.030552317000000002,2017/1/25 0:00,FCX,Materials
FCX_10304,2019/1/24,104,161,74,20,86,15,-0.130788022,2019/1/24 0:00,FCX,Materials
FCX_10430,2013/10/22,90,184,74,19,42,13,0.037671223,2013/10/22 0:00,FCX,Materials
FCX_10306,2019/7/24,82,175,79,5,65,10,0.024892701,2019/7/24 0:00,FCX,Materials
FCX_10043,2014/7/23,128,205,75,68,98,27,-0.004390547,2014/7/23 0:00,FCX,Materials
FCX_10042,2014/4/24,160,215,110,55,46,29,0.01283583,2014/4/24 0:00,FCX,Materials
FCX_10390,2015/7/23,87,142,85,61,41,25,-0.09428951099999999,2015/7/23 0:00,FCX,Materials
FMC_9287,2015/8/6,98,145,100,2,76,1,0.011752561000000002,2015/8/6 0:00,FMC,Materials
FMC_9388,2017/11/7,58,130,81,4,71,6,0.028034232000000003,2017/11/7 0:00,FMC,Materials
FMC_9283,2014/5/7,89,144,80,11,75,3,-0.035657855,2014/5/7 0:00,FMC,Materials
FMC_9275,2012/2/9,59,136,80,17,65,9,-0.024185076,2012/2/9 0:00,FMC,Materials
FMC_9386,2017/5/3,66,139,93,5,80,8,-0.033482461,2017/5/3 0:00,FMC,Materials
FMC_9385,2017/2/7,59,107,91,8,65,15,-0.05999671400000001,2017/2/7 0:00,FMC,Materials
FMC_9277,2012/8/1,110,160,84,4,52,18,-0.033455171,2012/8/1 0:00,FMC,Materials
FMC_9499,2019/10/30,68,163,77,3,59,4,0.071369654,2019/10/30 0:00,FMC,Materials
FMC_9288,2015/10/29,92,138,77,1,111,6,0.059967902999999996,2015/10/29 0:00,FMC,Materials
FMC_9281,2013/10/29,98,97,58,3,74,7,-0.0036724870000000003,2013/10/29 0:00,FMC,Materials
FMC_9282,2014/2/6,84,140,101,9,60,8,0.029788493,2014/2/6 0:00,FMC,Materials
FMC_9384,2016/11/3,78,146,104,11,73,3,0.105011967,2016/11/3 0:00,FMC,Materials
FMC_9285,2014/10/30,92,110,73,7,64,7,0.011310185,2014/10/30 0:00,FMC,Materials
FMC_9278,2013/2/7,83,123,97,2,65,2,-0.033629747,2013/2/7 0:00,FMC,Materials
FMC_9493,2018/5/3,46,142,65,24,86,15,0.042065921,2018/5/3 0:00,FMC,Materials
