,Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26
55,VAR_21589,2019-04-24 12:30:00.000000,22,55,19,1,12,4,696,36,34,53,33,2,22,2,570,252
56,VAR_21650,2014-07-24 13:00:00.000000,26,48,22,7,11,11,390,66,66,75,73,4,29,5,474,366
57,VAR_21591,2019-10-23 12:30:00.000000,7,90,23,2,24,6,936,36,24,50,18,2,11,2,486,132
58,VFC_21567,2017-07-24 04:30:00.000000,45,96,21,0,21,4,1368,126,43,108,24,0,39,4,624,342
59,VFC_21504,2013-04-26 04:30:00.000000,28,250,32,4,27,1,1320,78,45,107,43,1,28,6,294,198
60,VFC_21503,2013-02-15 03:30:00.000000,51,231,44,3,50,1,2028,162,35,70,36,0,27,0,420,204
61,VFC_21502,2012-10-22 04:30:00.000000,46,172,21,6,20,3,1584,120,43,104,47,2,24,3,408,324
62,VFC_21561,2016-02-19 03:30:00.000000,55,161,28,2,31,12,1332,150,73,100,56,0,19,0,456,138
63,VFC_21562,2016-04-29 04:30:00.000000,42,113,12,1,13,3,798,126,59,127,53,0,26,4,540,306
64,VFC_21555,2014-07-18 04:30:00.000000,30,141,23,0,25,2,990,78,47,131,68,1,26,4,720,306
65,VFC_21554,2014-04-25 04:30:00.000000,29,153,20,0,19,1,972,102,26,150,44,0,26,5,612,186
66,VFC_21608,2018-07-20 04:30:00.000000,17,37,12,0,13,4,576,36,64,161,59,0,25,5,930,348
67,VFC_21611,2019-07-24 04:30:00.000000,6,46,11,0,8,2,636,42,55,130,32,3,19,8,582,294
68,VFC_21566,2017-04-28 04:30:00.000000,45,55,19,1,17,2,876,114,59,128,60,1,18,4,714,324
69,VFC_21641,2013-10-21 04:30:00.000000,31,188,30,1,27,5,1314,66,37,88,50,0,23,1,480,222
70,VFC_21565,2017-02-17 03:30:00.000000,60,88,24,1,29,3,1128,198,66,145,43,5,30,4,660,258
71,VFC_21634,2020-01-23 03:30:00.000000,17,71,13,1,19,9,882,54,68,103,45,6,42,3,648,318
72,VFC_21605,2017-10-23 04:30:00.000000,41,88,24,1,14,8,1212,90,59,101,32,0,15,10,522,258
73,VFC_21559,2015-07-24 04:30:00.000000,27,139,19,2,16,3,1158,66,39,116,37,2,23,3,660,264
74,VFC_21557,2015-02-13 03:30:00.000000,55,192,46,2,37,9,1626,198,60,158,54,1,42,3,756,288
75,VFC_21642,2012-07-19 04:30:00.000000,51,188,24,1,18,4,1188,126,44,79,35,2,15,0,522,198
76,VFC_21606,2018-02-16 03:30:00.000000,35,120,25,1,22,12,1326,114,60,115,37,1,16,6,690,228
77,VFC_21563,2016-07-22 04:30:00.000000,58,113,18,0,11,2,972,192,61,104,27,1,28,2,528,222
78,VFC_21609,2018-10-19 04:30:00.000000,28,38,17,0,8,4,678,84,72,117,42,1,15,5,762,462
79,VFC_21612,2019-10-25 04:30:00.000000,20,67,29,1,13,9,966,60,55,110,52,0,13,11,546,312
80,VFC_21564,2016-10-24 04:30:00.000000,75,106,24,1,19,6,1110,264,54,93,52,2,27,2,390,378
81,VFC_21558,2015-05-01 04:30:00.000000,27,114,25,0,10,2,990,102,30,88,51,1,28,0,618,282
82,VFC_21501,2012-04-27 04:30:00.000000,32,197,35,3,36,2,1278,114,41,97,38,0,14,0,456,174
83,VFC_21500,2012-02-16 03:30:00.000000,43,223,41,4,33,4,1968,90,37,86,45,1,20,2,414,168
84,VFC_21610,2019-05-22 04:30:00.000000,27,83,31,0,19,8,978,72,48,121,37,2,44,6,882,276
85,VIAB_21984,2017-02-09 03:30:00.000000,23,116,12,0,42,5,660,30,38,88,49,4,40,4,264,210
86,VIAB_21976,2014-05-01 04:30:00.000000,12,74,18,4,24,2,528,84,28,90,39,3,42,7,354,240
87,VIAB_22187,2013-05-01 04:30:00.000000,25,81,24,1,22,3,714,72,28,114,25,1,20,1,246,198
88,VIAB_22109,2019-08-08 04:30:00.000000,17,99,12,2,26,7,756,78,35,80,30,0,21,2,336,168
89,VIAB_22186,2013-08-02 04:30:00.000000,18,86,17,2,30,4,702,54,36,72,42,10,31,5,522,252
90,VIAB_22185,2013-11-14 03:30:00.000000,10,82,17,0,18,4,624,36,33,113,34,0,23,3,294,120
91,VIAB_21980,2016-02-09 03:30:00.000000,49,129,20,0,41,0,672,102,27,58,27,5,30,2,234,120
92,VIAB_22189,2012-08-03 04:30:00.000000,46,104,18,4,46,8,762,84,57,87,24,4,32,3,438,198
93,VIAB_22184,2014-01-30 03:30:00.000000,14,79,13,0,24,1,588,54,27,98,25,0,26,5,324,138
94,VIAB_22191,2012-02-02 03:30:00.000000,39,111,25,6,43,9,822,108,31,61,22,3,24,4,162,144
95,VIAB_22108,2019-05-10 04:30:00.000000,25,88,18,3,30,4,798,90,44,67,34,4,24,2,348,180
96,VIAB_22107,2019-02-05 03:30:00.000000,25,115,19,3,42,2,870,84,33,72,26,3,11,0,342,156
97,VIAB_22104,2017-11-16 03:30:00.000000,36,126,19,4,32,4,918,162,19,29,21,0,21,1,180,84
98,VIAB_22106,2018-04-25 06:00:00.000000,21,110,19,4,28,0,936,102,31,73,32,3,19,0,348,84
99,VIAB_22105,2018-02-08 03:30:00.000000,34,133,30,3,30,3,948,210,29,93,20,1,10,2,330,180
100,VIAB_22143,2018-08-09 04:30:00.000000,35,134,22,2,29,5,1020,150,42,61,25,5,11,4,390,198
101,VIAB_21977,2014-08-06 04:30:00.000000,18,73,17,1,21,4,546,78,37,107,22,1,31,2,348,126
102,VIAB_22103,2017-08-04 12:30:00.000000,32,103,16,1,23,4,618,132,55,85,44,14,29,4,192,192
103,VIAB_22110,2019-11-14 03:30:00.000000,16,92,17,2,25,1,648,114,55,105,44,1,49,3,372,216
104,VIAB_21979,2015-11-12 03:30:00.000000,39,130,15,1,25,7,846,66,15,90,30,3,23,6,378,216
105,VIAB_22190,2012-05-03 04:30:00.000000,24,123,25,3,43,11,930,60,18,70,19,0,23,7,240,102
106,VIAB_22102,2017-05-06 04:30:00.000000,30,106,17,1,27,5,762,54,43,103,49,1,29,5,252,144
107,VIAB_22188,2012-11-15 03:30:00.000000,40,131,21,2,43,6,828,72,43,66,28,2,21,3,312,186
108,VIAB_21982,2016-08-04 04:30:00.000000,38,79,19,5,20,1,426,78,41,59,25,4,15,1,174,138
109,VLO_21602,2019-07-25 06:00:00.000000,7,22,15,4,1,2,192,24,80,81,85,9,40,17,150,342
110,VLO_21645,2013-07-23 07:00:00.000000,7,17,17,3,3,4,138,6,102,98,97,13,69,16,594,390
111,VLO_21637,2015-07-30 07:00:00.000000,9,8,13,3,6,2,60,6,72,111,111,1,41,15,354,444
112,VLO_21548,2015-10-28 07:00:00.000000,8,12,9,2,4,1,114,12,85,87,82,3,25,8,420,366
113,VLO_21541,2013-10-29 07:00:00.000000,12,12,14,2,2,2,156,12,100,98,101,10,38,10,504,474
114,VLO_21488,2012-01-31 05:00:00.000000,6,13,10,7,4,0,138,12,83,91,79,8,28,11,354,420
115,VLO_21547,2015-04-28 07:00:00.000000,6,17,8,3,7,2,108,6,63,85,62,3,32,9,246,354
116,VLO_21600,2019-01-31 05:00:00.000000,15,24,15,4,5,4,222,30,90,91,65,8,36,8,336,456
117,VLO_21492,2013-01-29 06:00:00.000000,23,24,21,4,9,7,204,54,79,92,72,1,47,10,186,396
118,VLO_21599,2018-10-25 06:00:00.000000,12,22,13,2,5,3,210,30,113,95,76,18,33,10,378,522
119,VLO_21594,2017-07-27 06:00:00.000000,14,24,12,2,4,3,138,6,71,88,72,2,25,10,258,414
120,VLO_21491,2012-10-30 07:00:00.000000,22,8,16,6,3,3,180,60,100,80,95,13,47,6,420,402
121,VLO_21597,2018-04-26 06:00:00.000000,10,19,10,2,5,1,162,12,90,91,88,3,38,13,186,426
122,VLO_21544,2014-07-31 06:00:00.000000,10,10,11,3,2,2,102,12,87,83,84,9,35,11,258,270
123,VLO_21601,2019-04-25 06:00:00.000000,14,20,14,4,1,2,108,18,81,71,65,6,25,2,186,282
124,VLO_21552,2016-10-25 07:00:00.000000,14,31,11,5,7,3,156,24,94,88,78,17,27,21,486,444
125,VLO_21543,2014-04-29 07:00:00.000000,9,10,10,1,5,1,108,12,62,94,85,6,36,5,120,294
126,VLO_21549,2016-01-28 06:00:00.000000,8,14,8,5,6,1,192,30,67,104,68,4,26,6,264,372
127,VLO_21593,2017-04-26 06:00:00.000000,9,15,11,5,5,1,168,30,90,107,74,11,27,16,438,396
128,VLO_21603,2019-10-24 06:00:00.000000,12,18,15,4,2,2,168,30,91,90,71,1,19,12,234,288
129,VLO_21553,2017-01-31 05:00:00.000000,15,21,13,6,8,3,234,42,107,101,94,14,69,13,288,402
130,VLO_21489,2012-05-01 07:00:00.000000,12,15,8,5,3,2,138,48,67,54,81,5,31,13,258,306
131,VLO_21545,2014-11-04 06:00:00.000000,7,17,14,2,8,1,174,18,89,115,83,2,25,8,354,354
132,VLO_21546,2015-01-29 03:30:00.000000,6,19,13,6,5,7,192,12,83,82,75,4,28,8,258,432
133,VLO_21604,2020-01-30 05:00:00.000000,13,22,16,5,5,4,270,60,75,109,84,11,36,5,294,402
134,VLO_21542,2014-01-29 06:00:00.000000,6,14,14,2,3,1,156,6,60,69,60,4,24,5,156,276
135,VLO_21598,2018-07-26 06:00:00.000000,6,17,10,2,2,2,144,6,67,82,45,2,14,10,264,246
136,VLO_21550,2016-05-03 07:00:00.000000,18,26,14,3,9,3,234,66,45,93,67,2,26,5,330,414
137,VMC_22084,2020-02-18 06:00:00.000000,12,62,20,1,19,0,414,78,91,148,77,2,35,4,588,468
138,VMC_21951,2015-11-03 07:00:00.000000,19,95,16,2,20,5,660,96,53,98,50,3,38,3,402,522
139,VMC_22082,2019-07-25 07:00:00.000000,8,47,10,3,9,0,180,18,71,171,40,3,44,7,750,432
140,VMC_21944,2013-08-01 06:00:00.000000,17,86,17,10,11,0,306,90,24,35,13,3,13,0,108,72
141,VMC_22162,2016-11-02 06:00:00.000000,25,70,11,4,16,4,372,54,34,93,40,1,25,4,462,366
142,VMC_21950,2015-08-05 07:00:00.000000,40,88,32,1,17,5,696,156,51,84,51,5,29,5,456,288
143,VMC_21879,2012-04-26 07:00:00.000000,22,111,29,13,24,6,420,132,61,85,48,13,20,4,198,204
144,VMC_22075,2017-11-02 06:00:00.000000,36,52,31,3,11,2,348,138,84,114,78,0,35,6,468,438
145,VMC_21945,2013-11-04 06:00:00.000000,16,55,11,4,12,1,270,60,63,110,61,16,28,5,252,312
146,VMC_21949,2015-05-05 06:00:00.000000,28,91,25,3,19,4,660,102,69,77,44,0,26,6,402,456
147,VMC_22163,2016-08-01 07:00:00.000000,26,67,24,0,24,7,456,120,71,111,68,2,36,6,432,450
148,VMC_22080,2019-02-15 06:00:00.000000,14,68,20,5,31,3,396,72,56,166,71,3,91,4,534,420
149,VMC_22079,2018-10-30 07:00:00.000000,23,69,16,1,14,2,294,78,75,197,54,7,59,1,594,438
150,VMC_22078,2018-07-31 07:00:00.000000,15,74,15,1,17,3,264,96,99,166,56,4,58,13,516,522
151,VMC_21955,2017-05-10 07:00:00.000000,9,83,17,7,20,4,348,120,68,121,78,3,59,7,672,498
152,VMC_21952,2016-02-04 06:00:00.000000,21,113,31,0,30,8,678,168,84,151,104,11,51,4,684,396
153,VMC_22197,2012-11-08 06:00:00.000000,31,91,26,12,16,2,366,102,57,79,72,18,30,10,384,270
154,VMC_22083,2019-11-06 06:00:00.000000,5,44,8,1,13,0,282,30,39,84,47,3,55,3,498,438
155,VMC_21954,2017-02-07 06:00:00.000000,17,95,30,2,14,4,636,72,85,113,73,7,49,7,786,528
156,VMC_21946,2014-02-06 06:00:00.000000,23,81,25,0,22,5,378,48,41,52,42,4,22,8,252,150
157,VMC_22074,2017-08-02 07:00:00.000000,21,73,14,0,15,3,372,90,89,173,75,6,39,15,504,714
158,VMC_22076,2018-02-16 06:00:00.000000,35,79,19,3,20,5,570,102,45,109,43,2,44,4,444,462
159,VMC_21948,2014-11-04 06:00:00.000000,20,87,21,1,12,2,750,102,42,67,42,2,27,9,228,246
160,VMC_21953,2016-05-03 07:00:00.000000,20,58,30,0,16,7,312,108,45,103,49,1,30,1,372,240
161,VMC_21947,2014-05-06 07:00:00.000000,15,61,16,1,10,4,282,114,58,83,49,2,34,3,366,252
162,VMC_21943,2013-05-02 07:00:00.000000,17,81,23,11,11,1,288,102,40,92,38,4,13,6,318,192
163,VMC_22081,2019-05-03 07:00:00.000000,11,37,14,3,12,0,192,36,50,126,47,5,36,2,528,390
164,VMC_21880,2012-07-26 07:00:00.000000,45,97,25,7,17,2,378,132,59,60,33,6,21,2,174,216
165,VMC_22444,2014-08-05 07:00:00.000000,10,116,16,1,20,4,516,108,50,110,64,1,29,2,570,414
166,VNO_21967,2015-11-03 05:00:00.000000,27,52,15,4,33,4,198,60,70,106,83,12,46,3,252,360
167,VNO_21961,2014-05-06 06:00:00.000000,14,57,18,4,25,5,210,102,65,118,75,9,57,4,210,366
168,VNO_22096,2019-07-30 06:00:00.000000,16,41,23,1,40,4,186,36,74,71,78,25,70,10,420,282
169,VNO_21960,2014-02-25 05:00:00.000000,24,81,21,1,54,2,360,72,52,69,60,10,68,4,324,372
170,VNO_22094,2019-02-12 05:00:00.000000,22,74,20,2,39,5,210,78,55,71,60,8,49,1,204,318
171,VNO_21956,2013-02-27 05:00:00.000000,46,111,37,15,49,12,402,198,79,85,48,6,54,3,138,228
172,VNO_22091,2018-05-01 06:00:00.000000,5,49,13,2,15,0,138,54,44,65,63,4,38,3,132,246
173,VNO_21881,2012-11-02 06:00:00.000000,35,72,27,2,39,3,162,66,38,45,43,0,24,4,126,138
174,VNO_22087,2017-02-14 05:00:00.000000,35,106,42,3,51,4,306,138,40,84,36,4,45,7,216,240
175,VNO_22088,2017-08-01 06:00:00.000000,18,68,19,2,41,2,222,48,40,48,29,1,27,0,48,144
176,VNO_22085,2016-08-02 06:00:00.000000,41,58,29,9,31,3,144,78,51,75,42,8,38,4,186,300
177,VNO_21958,2013-08-06 06:00:00.000000,30,67,17,6,43,3,270,108,91,98,41,6,42,7,162,312
178,VNO_22097,2019-10-29 06:00:00.000000,18,41,21,2,22,2,120,60,59,57,52,5,28,6,144,366
179,VNO_21966,2015-08-05 06:00:00.000000,25,89,19,2,35,3,228,90,57,56,42,6,40,3,288,234
180,VNO_21965,2015-05-05 06:00:00.000000,18,68,25,5,37,6,186,114,77,59,72,12,29,9,186,306
181,VNO_22090,2018-02-13 05:00:00.000000,23,64,32,7,40,5,336,150,49,30,62,5,15,1,216,312
182,VNO_22092,2018-07-31 06:00:00.000000,8,32,13,0,22,2,186,60,42,57,56,4,36,3,186,180
183,VNO_22093,2018-10-30 06:00:00.000000,16,54,18,2,39,1,216,54,57,65,40,4,58,2,144,300
184,VNO_21968,2016-02-17 05:00:00.000000,42,116,43,9,52,2,444,162,56,80,67,8,43,1,126,306
185,VNO_21964,2015-02-18 05:00:00.000000,23,91,23,7,39,6,306,114,59,72,50,13,40,6,312,222
186,VNO_21963,2014-11-04 05:00:00.000000,28,76,26,7,44,11,264,156,33,38,24,2,20,2,96,108
187,VNO_21969,2016-05-03 06:00:00.000000,32,76,27,8,37,9,306,72,35,34,41,9,49,1,66,174
188,VNO_22089,2017-10-31 06:00:00.000000,21,63,18,4,19,6,228,78,36,45,37,6,27,3,174,156
189,VNO_21959,2013-11-05 05:00:00.000000,39,78,19,1,43,2,288,120,62,74,86,5,67,5,240,252
190,VNO_21962,2014-08-05 06:00:00.000000,17,57,22,7,26,6,318,108,61,96,61,4,41,5,192,318
191,VRSK_21408,2012-02-29 03:30:00.000000,37,60,30,12,20,6,948,72,54,74,51,3,34,8,732,282
192,VRSK_21512,2016-08-03 04:30:00.000000,17,48,16,1,16,2,528,42,46,89,37,10,20,4,588,312
193,VRSK_21513,2016-11-02 04:30:00.000000,13,71,18,6,14,2,426,36,48,107,57,16,32,1,408,342
194,VRSK_21474,2012-11-02 04:30:00.000000,28,66,32,12,16,5,876,60,38,70,43,5,23,6,576,252
195,VRSK_21393,2013-11-06 03:30:00.000000,25,67,18,10,19,5,840,42,43,29,28,4,11,5,438,210
196,VRSK_21573,2018-10-31 04:30:00.000000,23,97,22,24,21,6,810,54,54,123,73,20,41,1,1074,396
197,VRSK_21575,2019-05-01 04:30:00.000000,21,74,21,10,25,1,792,108,38,45,26,10,6,0,390,114
198,VRSK_21475,2013-02-27 03:30:00.000000,22,68,26,8,21,3,900,36,49,72,55,10,20,1,498,366
199,VRSK_21570,2018-02-21 03:30:00.000000,21,111,15,16,20,3,912,36,81,90,75,11,57,2,870,294
200,VRSK_21395,2014-04-30 04:30:00.000000,13,68,17,3,17,4,636,18,57,76,50,4,20,4,534,276
201,VRSK_21396,2014-07-30 04:30:00.000000,9,53,21,5,21,3,558,24,67,100,71,4,52,4,552,318
202,VRSK_21472,2012-05-02 04:30:00.000000,24,48,27,5,16,3,738,36,42,62,36,11,16,2,414,174
203,VRSK_21511,2016-05-05 04:30:00.000000,21,45,22,1,16,4,486,30,52,63,51,7,20,1,444,366
204,VRSK_21577,2019-10-30 04:30:00.000000,23,104,18,23,14,3,774,42,34,87,24,4,17,3,384,234
205,VRSK_21509,2015-10-28 04:30:00.000000,16,58,27,9,18,1,468,66,45,68,39,7,42,1,456,288
206,VRSK_21477,2013-07-31 04:30:00.000000,15,66,19,7,15,2,810,30,35,49,42,17,25,6,612,300
207,VRSK_21515,2017-05-03 04:30:00.000000,24,66,16,14,16,3,888,42,76,99,63,26,48,8,750,324
208,VRSK_21507,2015-04-29 04:30:00.000000,20,47,19,7,16,2,396,18,43,102,52,4,42,1,396,270
209,VRSK_21572,2018-08-01 04:30:00.000000,22,87,19,24,14,2,732,54,66,125,65,32,22,3,684,342
210,VRSK_21508,2015-07-29 04:30:00.000000,11,54,26,1,12,3,504,60,57,88,83,3,43,1,576,288
211,VRSK_21578,2020-02-19 03:30:00.000000,22,111,20,20,23,6,828,18,88,109,60,13,52,2,948,234
212,VRSK_21574,2019-02-20 03:30:00.000000,19,104,26,12,13,2,738,72,35,91,38,19,35,1,702,216
213,VRSK_21510,2016-02-24 03:30:00.000000,12,46,15,2,12,5,582,30,42,87,39,3,25,3,474,264
214,VRSK_21514,2017-02-22 03:30:00.000000,8,55,21,1,9,2,612,18,53,84,45,8,20,2,474,270
215,VRSK_21576,2019-07-31 04:30:00.000000,24,93,21,12,16,2,666,66,50,52,34,12,14,0,450,204
216,VRSK_21473,2012-08-01 04:30:00.000000,26,54,18,5,13,1,744,72,57,83,63,13,26,2,708,348
217,VRSK_21506,2015-02-25 03:30:00.000000,18,44,30,5,21,4,642,36,59,88,64,11,34,6,504,306
218,VRSK_21517,2017-11-01 04:30:00.000000,31,63,24,13,18,2,768,120,68,92,76,11,23,3,720,402
219,VRSK_21516,2017-08-03 04:30:00.000000,22,94,26,11,18,4,858,54,72,104,81,15,31,3,534,336
220,VRSN_21889,2014-02-06 11:30:00.000000,24,38,28,5,17,3,384,30,53,84,50,24,32,5,450,276
221,VRSN_22181,2012-01-26 11:30:00.000000,14,39,24,2,16,3,264,30,42,50,50,8,21,4,444,204
222,VRSN_22122,2018-07-26 12:30:00.000000,5,14,8,2,10,1,174,6,8,12,14,6,2,0,48,84
223,VRSN_22120,2018-02-08 11:30:00.000000,13,20,12,2,17,1,288,30,23,19,19,2,18,1,90,84
224,VRSN_21887,2013-07-25 12:30:00.000000,5,13,18,1,16,2,240,24,31,39,31,7,18,3,192,108
225,VRSN_22124,2019-02-07 11:30:00.000000,10,21,8,16,12,2,300,12,20,22,26,22,12,12,78,114
226,VRSN_22180,2012-07-26 12:30:00.000000,7,38,26,3,19,2,360,30,38,53,49,5,25,4,372,228
227,VRSN_22119,2017-10-26 12:30:00.000000,6,16,7,0,13,1,210,6,2,3,3,1,1,0,12,18
228,VRSN_22121,2018-04-26 12:30:00.000000,6,15,14,1,14,1,234,18,19,14,11,6,13,0,138,72
229,VRSN_21885,2013-01-24 11:30:00.000000,11,47,23,8,18,2,444,66,44,63,73,14,24,4,516,282
230,VRSN_22161,2015-10-22 12:30:00.000000,7,19,15,1,13,2,336,30,24,29,33,4,14,1,156,96
231,VRSN_21891,2014-10-23 12:30:00.000000,10,28,13,8,14,4,282,18,28,23,40,4,7,3,150,108
232,VRSN_22004,2017-07-27 12:30:00.000000,8,23,9,0,13,1,222,6,12,25,16,5,3,0,144,48
233,VRSN_22003,2017-04-27 12:30:00.000000,7,17,11,0,16,1,222,6,15,6,8,2,2,0,18,42
234,VRSN_22123,2018-10-25 12:30:00.000000,9,18,7,4,14,4,228,18,8,19,7,3,7,0,102,54
235,VRSN_21995,2015-02-05 11:30:00.000000,12,28,19,2,13,6,366,18,29,43,36,6,18,5,234,252
236,VRSN_22000,2016-07-30 12:30:00.000000,8,19,13,3,17,1,264,18,20,25,23,6,13,4,84,72
237,VRSN_21884,2012-10-25 12:30:00.000000,11,34,26,6,18,1,348,48,54,52,57,19,23,8,204,198
238,VRSN_22442,2012-04-26 12:30:00.000000,5,29,17,3,17,2,252,12,30,49,48,6,23,3,348,150
239,VRSN_21888,2013-10-24 12:30:00.000000,14,42,25,6,23,7,294,30,26,33,29,8,9,4,138,156
