,Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26
42,JNJ_12245,2016-10-18 04:30:00.000000,80,206,98,7,52,2,1362,90,42,82,42,13,27,5,240,168
43,JNJ_12655,2019-07-16 04:30:00.000000,63,129,27,5,21,2,1158,138,98,158,48,18,24,4,606,276
44,JNJ_12241,2015-10-13 04:30:00.000000,71,189,63,8,45,4,1320,132,106,131,48,3,45,9,636,330
45,JNJ_12082,2012-10-16 04:30:00.000000,59,185,60,12,34,6,1086,72,79,128,61,9,25,12,510,258
46,JNJ_12243,2016-04-19 04:30:00.000000,40,74,59,4,19,0,810,30,76,107,34,3,17,1,552,342
47,JNJ_12127,2014-01-21 03:30:00.000000,80,321,101,12,52,11,1698,216,51,143,59,10,22,5,666,264
48,JNJ_12390,2017-10-17 04:30:00.000000,53,79,42,6,21,0,720,102,111,149,49,5,37,3,570,336
49,JNJ_12244,2016-07-19 04:30:00.000000,56,188,75,8,38,6,1392,84,96,179,56,11,21,4,816,336
50,JNJ_12654,2019-04-16 04:30:00.000000,59,119,28,6,22,2,1038,138,76,106,54,5,17,5,516,390
51,JNJ_12123,2013-01-22 03:30:00.000000,25,36,16,3,12,3,384,36,116,330,110,21,77,31,1782,402
52,JNJ_12540,2018-01-23 03:30:00.000000,76,221,82,28,56,16,1584,234,87,95,42,11,31,7,522,222
53,JNJ_12133,2015-07-14 04:30:00.000000,49,217,35,13,54,12,1446,96,103,172,80,16,56,10,1062,378
54,JNJ_12132,2015-04-14 04:30:00.000000,46,79,62,3,21,1,780,42,82,102,39,20,13,4,438,312
55,JNJ_12124,2013-04-16 04:30:00.000000,68,92,61,8,13,0,822,72,78,96,65,11,36,1,342,300
56,JNJ_12130,2014-10-14 04:30:00.000000,33,73,54,6,23,3,756,42,78,75,49,17,24,7,294,294
57,JNJ_12081,2012-07-17 04:30:00.000000,76,172,77,24,69,22,1140,192,94,159,88,30,32,11,738,384
58,JNJ_12126,2013-10-15 04:30:00.000000,52,170,61,6,33,0,1008,96,87,152,59,5,52,5,738,330
59,JNJ_12125,2013-07-16 04:30:00.000000,60,189,53,12,37,8,1326,126,109,185,69,7,56,10,762,360
60,JNJ_12657,2020-01-22 03:00:00.000000,86,186,59,6,36,12,1854,168,62,130,52,15,22,0,702,396
61,JNJ_12656,2019-10-15 04:30:00.000000,56,118,47,7,23,1,1188,126,106,183,61,22,34,1,960,402
62,JNPR_12632,2019-04-25 13:00:00.000000,22,57,30,2,13,5,444,36,71,124,79,6,48,5,774,234
63,JNPR_12625,2017-07-25 13:00:00.000000,6,50,8,1,5,5,618,12,108,129,62,2,45,4,1044,336
64,JNPR_12516,2014-07-22 14:01:00.000000,45,103,22,13,15,16,1026,222,72,42,17,4,20,7,366,168
65,JNPR_12366,2012-01-26 12:00:00.000000,36,86,42,3,26,9,978,156,93,61,54,3,22,3,756,306
66,JNPR_12635,2020-01-28 12:00:00.000000,27,74,29,1,15,8,510,54,72,110,55,1,34,5,756,330
67,JNPR_12634,2019-10-24 13:00:00.000000,28,64,28,2,12,6,480,42,91,119,58,3,29,7,534,240
68,JNPR_12520,2015-07-24 13:00:00.000000,9,62,16,1,7,7,414,66,102,126,57,3,41,12,864,480
69,JNPR_12517,2014-10-23 13:00:00.000000,44,57,31,3,17,18,834,282,85,69,45,2,21,4,462,222
70,JNPR_12629,2018-07-27 13:00:00.000000,28,52,30,1,10,7,456,60,77,129,71,0,53,2,570,372
71,JNPR_12523,2016-04-29 13:00:00.000000,21,50,21,0,12,6,390,60,81,123,53,1,26,12,504,372
72,JNPR_12630,2018-10-23 13:00:00.000000,26,56,27,0,10,5,408,54,85,91,56,2,41,11,756,276
73,JNPR_12518,2015-01-27 12:00:00.000000,52,84,26,1,24,25,678,204,81,75,52,4,30,11,498,258
74,JNPR_12521,2015-10-23 13:00:00.000000,10,50,18,1,6,6,516,66,74,120,59,5,37,9,660,270
75,JNPR_12621,2016-07-26 13:00:00.000000,14,56,18,0,12,5,480,60,102,124,37,0,26,6,780,228
76,JNPR_12622,2016-10-26 13:00:00.000000,8,41,13,0,7,4,408,24,81,120,56,1,29,7,702,264
77,JNPR_12627,2018-01-31 12:00:00.000000,28,53,22,1,8,5,654,36,95,84,69,5,32,1,1002,312
78,JNPR_12511,2013-04-23 13:00:00.000000,33,114,27,6,13,11,720,156,48,73,24,3,18,1,444,300
79,JNPR_12626,2017-10-24 13:00:00.000000,26,45,10,1,7,6,396,30,114,99,81,3,27,8,864,300
80,JNPR_12368,2012-07-24 13:00:00.000000,32,87,40,3,26,6,810,126,50,75,30,3,25,0,756,252
81,JNPR_12370,2013-01-24 12:00:00.000000,34,128,32,5,34,9,738,174,53,67,27,3,21,6,504,252
82,JNPR_12515,2014-04-23 13:00:00.000000,32,100,18,3,19,14,942,144,130,127,45,20,44,7,714,438
83,JNPR_12367,2012-04-24 13:00:00.000000,32,103,28,2,18,9,870,156,50,59,36,3,26,5,924,222
84,JNPR_12628,2018-05-01 13:00:00.000000,23,65,28,1,10,8,486,42,69,104,40,0,21,4,624,246
85,JNPR_12633,2019-07-25 13:00:00.000000,17,63,24,1,12,6,414,12,74,121,62,1,38,0,582,276
86,JNPR_12513,2013-10-22 13:00:00.000000,24,108,24,3,11,6,888,102,81,87,35,6,27,6,528,198
87,JNPR_12522,2016-01-27 12:00:00.000000,13,73,18,0,12,12,624,30,93,131,80,0,39,3,612,336
88,JNPR_12514,2014-01-23 12:00:00.000000,12,65,21,4,25,7,738,66,53,90,30,3,14,1,522,186
89,JNPR_12519,2015-04-24 13:00:00.000000,8,55,17,3,11,5,426,66,82,129,39,10,68,13,666,360
90,JNPR_12624,2017-04-26 13:00:00.000000,8,49,16,0,6,5,558,24,93,102,49,4,46,7,1056,306
91,JPM_12103,2012-07-13 03:30:00.000000,204,120,163,21,77,36,954,564,141,78,156,29,30,13,360,540
92,JPM_12638,2019-01-15 03:30:00.000000,30,52,12,1,11,2,828,78,193,150,93,12,53,9,720,606
93,JPM_12639,2019-04-12 04:30:00.000000,19,54,12,0,2,0,678,48,112,131,85,9,29,7,732,600
94,JPM_12637,2018-10-12 04:30:00.000000,12,45,6,2,5,0,612,24,96,75,75,5,36,10,600,456
95,JPM_12224,2014-07-15 04:30:00.000000,38,88,19,10,23,10,792,120,136,129,118,18,72,15,780,618
96,JPM_12528,2018-04-13 04:30:00.000000,36,47,22,3,5,2,624,90,61,60,57,3,23,6,420,324
97,JPM_12102,2012-04-13 04:30:00.000000,38,38,32,14,11,4,660,186,105,70,65,20,23,5,426,468
98,JPM_12526,2017-10-12 04:30:00.000000,15,42,9,2,8,1,588,48,92,100,88,12,35,3,714,354
99,JPM_12642,2020-01-14 03:30:00.000000,17,45,5,2,5,2,876,60,85,79,50,2,27,6,444,342
100,JPM_12373,2016-07-14 04:30:00.000000,32,52,16,5,11,5,642,90,81,106,80,16,49,10,636,408
101,JPM_12229,2015-10-14 13:00:00.000000,18,56,14,6,10,4,810,54,78,81,64,4,17,11,504,276
102,JPM_12228,2015-07-14 04:30:00.000000,21,65,13,6,5,3,846,102,92,111,78,18,73,11,546,408
103,JPM_12226,2015-01-15 03:30:00.000000,20,64,23,8,11,3,804,72,168,138,148,15,78,20,894,804
104,JPM_12227,2015-04-14 04:30:00.000000,27,62,14,7,13,4,864,108,59,67,54,7,23,10,234,324
105,JPM_12108,2013-10-11 04:30:00.000000,59,66,34,14,20,2,834,312,128,71,81,33,57,9,312,600
106,JPM_12106,2013-04-12 04:30:00.000000,42,57,11,4,6,1,648,174,100,86,75,21,55,7,372,546
107,JPM_12372,2016-04-13 04:30:00.000000,38,51,19,2,13,5,648,108,106,113,87,21,58,13,486,366
108,JPM_12104,2012-10-12 04:30:00.000000,31,44,10,8,12,1,624,162,118,88,77,28,44,1,240,336
109,JPM_12640,2019-07-16 04:30:00.000000,14,49,10,1,4,1,666,78,81,100,51,3,35,8,648,228
110,JPM_12225,2014-10-14 04:30:00.000000,30,106,33,11,9,2,1038,96,116,131,90,37,69,21,570,558
111,JPM_12222,2014-01-14 03:30:00.000000,32,85,39,22,19,6,816,156,115,136,136,29,62,24,870,744
112,JPM_12107,2013-07-12 04:30:00.000000,40,95,29,6,15,5,786,192,158,92,135,21,47,10,390,570
113,JPM_12371,2016-01-14 03:30:00.000000,25,50,24,7,10,3,768,126,114,108,89,9,33,13,354,372
114,JPM_12641,2019-10-15 04:30:00.000000,10,40,5,3,1,0,648,18,88,66,42,11,34,6,594,288
115,JPM_12527,2018-01-12 03:30:00.000000,25,60,17,2,21,6,936,84,74,116,87,5,58,8,684,342
116,JPM_12524,2017-04-13 04:30:00.000000,15,48,13,3,8,2,654,30,72,54,64,12,25,3,342,300
117,JPM_12525,2017-07-14 04:30:00.000000,20,52,16,6,6,3,732,42,88,77,75,20,51,19,378,366
118,JPM_12374,2016-10-14 04:30:00.000000,18,63,17,3,13,5,810,54,68,65,63,2,36,12,390,288
119,JPM_12636,2018-07-13 04:30:00.000000,13,46,6,4,5,1,642,66,75,69,58,10,31,3,360,330
120,JWN_16515,2017-05-12 12:45:00.000000,5,25,11,0,9,1,204,24,66,131,54,0,22,2,582,258
121,JWN_16278,2017-08-10 12:45:00.000000,11,55,18,0,9,2,444,30,30,110,35,0,11,1,462,138
122,JWN_16277,2017-02-23 11:45:00.000000,8,69,14,0,18,2,420,54,61,99,34,1,21,2,402,204
123,JWN_16147,2014-05-15 12:45:00.000000,13,50,13,1,11,1,366,18,48,91,60,0,26,2,498,234
124,JWN_16140,2012-05-10 12:45:00.000000,9,60,18,0,12,1,324,30,49,103,41,0,20,3,462,204
125,JWN_16437,2014-02-20 11:45:00.000000,3,42,31,0,13,1,444,18,43,105,44,2,26,2,420,246
126,JWN_16404,2019-08-21 12:45:00.000000,11,56,16,0,14,2,384,30,40,110,35,2,14,1,576,162
127,JWN_16149,2014-11-13 11:45:00.000000,10,26,10,0,14,4,276,12,49,97,47,1,30,1,480,276
128,JWN_16272,2015-11-12 11:45:00.000000,12,19,14,0,14,2,282,18,72,89,49,0,28,0,420,246
129,JWN_16144,2013-05-16 12:45:00.000000,5,48,18,1,8,2,318,0,57,154,50,1,27,3,444,222
130,JWN_16145,2013-08-15 12:45:00.000000,4,51,22,0,10,1,300,18,52,86,59,3,13,3,402,276
131,JWN_16273,2016-02-19 11:45:00.000000,6,43,12,0,13,4,282,30,69,119,57,0,25,5,540,234
132,JWN_16141,2012-08-09 12:45:00.000000,6,64,13,0,12,0,420,6,36,131,48,2,20,2,474,210
133,JWN_16041,2012-02-16 11:45:00.000000,12,68,35,0,22,2,420,24,45,79,57,0,20,4,312,192
134,JWN_16402,2019-02-28 11:45:00.000000,16,74,17,0,13,2,516,36,39,61,29,1,22,3,396,186
135,JWN_16275,2016-08-11 12:45:00.000000,7,63,9,1,18,4,330,30,60,122,47,1,18,8,486,264
136,JWN_16143,2013-02-21 11:45:00.000000,6,78,28,0,22,1,510,18,32,74,34,1,17,5,606,120
137,JWN_16148,2014-08-15 12:45:00.000000,7,44,16,0,15,0,282,24,34,111,36,2,22,2,456,174
138,JWN_16398,2018-03-01 11:45:00.000000,5,65,25,2,23,1,582,24,23,50,19,3,10,0,240,114
139,JWN_16146,2013-11-14 11:45:00.000000,7,38,20,1,12,2,342,12,43,97,31,0,18,4,396,276
140,JWN_16397,2017-11-09 11:45:00.000000,10,47,19,3,8,5,360,24,43,121,32,0,14,1,546,294
141,JWN_16405,2019-11-21 11:45:00.000000,7,53,16,0,11,2,402,0,29,90,32,2,17,2,498,204
142,JWN_16142,2012-11-08 11:45:00.000000,10,54,13,0,11,1,336,12,48,133,48,0,26,4,414,240
143,JWN_16399,2018-05-17 12:45:00.000000,4,44,8,0,12,4,360,6,44,113,43,0,24,1,672,222
144,JWN_16274,2016-05-13 12:45:00.000000,10,54,10,1,26,6,318,30,60,97,45,1,19,12,408,240
145,JWN_16403,2019-05-21 12:45:00.000000,19,61,13,0,11,4,390,48,30,63,33,2,14,1,342,174
146,JWN_16269,2015-02-19 11:45:00.000000,13,56,26,1,13,1,702,42,49,92,36,1,22,0,570,204
