,Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26
98,CAH_3962,2012-10-30 04:30:00.000000,30,72,34,6,16,3,888,132,36,74,68,2,12,5,498,204
99,CAH_4120,2016-04-28 04:30:00.000000,17,38,26,2,27,2,600,42,49,102,55,8,35,1,384,282
100,CAH_4112,2014-05-01 04:30:00.000000,21,66,31,10,16,5,588,78,56,102,76,20,35,7,558,252
101,CAH_4262,2017-08-02 04:30:00.000000,45,89,47,6,52,9,834,84,64,105,71,7,23,8,396,366
102,CAH_4400,2018-05-03 04:30:00.000000,38,89,34,5,40,6,558,84,84,105,69,8,22,5,348,408
103,CAH_4111,2014-01-30 03:30:00.000000,28,75,42,9,17,7,696,90,48,157,94,4,32,7,876,420
104,CAH_4110,2013-10-31 04:30:00.000000,20,90,30,16,29,5,726,66,67,84,69,7,26,6,486,330
105,CAH_4116,2015-04-30 04:30:00.000000,22,59,19,2,16,3,594,30,57,95,59,3,31,3,498,378
106,CAH_4114,2014-10-30 04:30:00.000000,24,95,37,11,22,3,738,102,58,139,92,5,39,8,546,372
107,CAH_4261,2017-05-01 04:30:00.000000,19,40,22,1,24,4,384,66,59,96,58,13,33,3,312,318
108,CAT_4224,2016-10-25 07:00:00.000000,66,59,31,1,27,4,318,252,82,61,70,0,31,12,138,276
109,CAT_3918,2013-07-24 07:00:00.000000,43,36,27,2,18,2,342,324,73,59,54,9,20,10,306,384
110,CAT_4365,2019-07-24 07:00:00.000000,43,76,23,3,21,2,810,156,73,76,67,1,37,10,426,384
111,CAT_3855,2013-04-22 07:00:00.000000,25,27,17,2,7,2,282,96,81,70,86,4,22,4,366,444
112,CAT_4570,2017-04-26 07:00:00.000000,45,87,35,5,16,5,492,192,62,82,69,0,11,6,438,426
113,CAT_4367,2020-01-31 03:30:00.000000,78,105,45,2,33,8,942,378,66,67,50,1,18,5,240,360
114,CAT_4360,2018-04-24 07:00:00.000000,20,137,29,1,18,7,684,186,79,65,34,2,19,2,396,414
115,CAT_4362,2018-10-23 07:00:00.000000,11,90,21,1,21,5,690,96,61,95,35,0,21,7,426,342
116,CAT_3853,2012-10-22 07:00:00.000000,30,42,23,1,19,2,318,84,108,78,68,3,29,6,348,462
117,CAT_4361,2018-07-30 07:00:00.000000,19,85,26,1,15,12,750,150,78,89,64,0,23,3,498,390
118,CAT_4518,2016-07-26 07:00:00.000000,48,37,26,1,11,2,270,300,93,76,60,2,12,7,258,342
119,CAT_4523,2015-04-23 07:00:00.000000,40,36,18,1,9,2,186,84,83,81,70,3,41,1,306,300
120,CAT_4572,2017-10-24 07:00:00.000000,19,105,18,1,11,6,660,246,66,64,49,1,14,2,378,372
121,CAT_3923,2014-10-23 07:00:00.000000,18,33,24,1,2,3,342,54,82,76,73,3,24,6,378,252
122,CAT_4571,2017-07-25 07:00:00.000000,27,89,30,1,10,6,642,198,71,57,40,0,8,8,342,348
123,CAT_4364,2019-04-24 07:00:00.000000,29,67,21,2,17,8,462,162,72,63,65,2,22,5,336,360
124,CAT_3850,2012-01-26 06:00:00.000000,38,71,32,1,21,5,492,102,59,84,51,2,41,4,462,330
125,CAT_3921,2014-04-24 07:00:00.000000,31,46,25,1,9,2,354,72,72,91,89,2,23,3,318,270
126,CAT_3854,2013-01-28 06:00:00.000000,0,0,0,0,0,0,0,0,146,131,69,7,41,14,720,396
127,CAT_4524,2015-01-27 06:00:00.000000,58,75,31,3,15,2,348,150,85,75,66,1,32,5,192,354
128,CAT_4225,2017-01-26 06:00:00.000000,49,49,20,2,8,7,330,204,86,76,52,3,26,3,234,294
129,CAT_4363,2019-01-28 06:00:00.000000,42,82,35,1,23,5,864,180,77,61,55,1,33,7,438,318
130,CAT_4366,2019-10-23 04:30:00.000000,46,69,50,0,22,7,648,276,72,53,81,0,37,9,462,450
131,CAT_3920,2014-01-27 06:00:00.000000,38,58,24,2,11,4,450,78,69,80,73,4,25,0,372,336
132,CAT_4522,2015-07-23 07:00:00.000000,46,22,14,2,6,2,276,102,82,77,65,1,27,9,402,372
133,CAT_3922,2014-07-24 07:00:00.000000,26,38,20,2,8,3,312,36,74,126,48,1,47,2,378,462
134,CAT_4573,2018-01-25 06:00:00.000000,41,97,24,5,12,9,504,264,63,104,44,3,23,12,744,336
135,CAT_4520,2016-01-28 06:00:00.000000,76,49,25,1,18,4,558,168,78,59,55,3,20,10,240,306
136,CAT_3852,2012-07-25 07:00:00.000000,34,48,18,1,20,2,372,36,91,105,71,2,35,2,426,240
137,CB_4995,2015-01-29 11:30:00.000000,66,84,40,13,23,5,372,186,118,69,74,19,16,8,348,450
138,CB_4985,2013-10-24 13:00:00.000000,34,72,29,9,22,4,300,174,83,110,61,11,34,4,276,366
139,CB_4991,2014-07-25 13:00:00.000000,71,98,47,16,33,2,300,360,103,92,97,19,30,1,330,576
140,CB_5108,2018-10-24 04:30:00.000000,34,53,20,3,10,1,282,90,121,99,62,15,26,6,510,408
141,CB_5100,2016-10-26 04:30:00.000000,23,45,20,3,16,4,186,114,72,95,74,6,51,7,396,492
142,CB_5098,2016-05-05 04:30:00.000000,32,67,30,3,17,3,342,102,41,101,59,5,33,2,648,270
143,CB_4893,2013-02-01 12:00:00.000000,90,80,40,18,21,1,408,258,172,124,97,7,32,6,486,768
144,CB_4987,2014-01-31 12:00:00.000000,78,74,41,14,26,3,336,312,106,111,85,3,15,8,324,534
145,CB_5109,2019-02-06 03:30:00.000000,40,71,23,6,12,0,330,114,93,65,61,6,20,2,168,516
146,CB_5106,2018-04-25 04:30:00.000000,30,59,19,2,12,0,186,66,110,63,51,12,16,1,318,504
147,CB_4889,2012-07-26 13:00:00.000000,71,54,38,11,14,2,264,240,136,82,83,14,26,2,234,594
148,CB_4988,2014-04-24 13:00:00.000000,94,80,31,11,25,2,204,396,91,79,53,6,34,3,120,348
149,CB_5104,2017-10-27 04:30:00.000000,68,48,28,4,15,2,282,216,95,34,61,8,24,10,348,390
150,CB_5103,2017-07-26 04:30:00.000000,37,59,21,1,19,1,252,90,60,78,56,12,35,5,348,312
151,CB_5101,2017-02-01 03:30:00.000000,49,79,25,5,14,5,306,138,100,83,60,11,37,3,294,384
152,CB_4895,2013-04-25 13:00:00.000000,57,77,33,9,17,0,204,300,121,110,58,22,13,3,180,576
153,CB_4997,2015-04-24 13:00:00.000000,61,79,30,9,11,3,216,180,128,89,92,10,43,5,312,480
154,CB_4884,2012-01-26 12:00:00.000000,83,58,38,18,20,0,294,312,160,75,87,18,31,9,426,624
155,CB_5113,2020-02-05 03:30:00.000000,35,48,23,0,7,0,288,102,116,35,67,20,28,5,276,450
156,CB_4983,2013-07-26 13:00:00.000000,86,63,48,10,17,1,276,336,118,80,81,8,15,3,246,480
157,CB_4891,2012-10-25 13:00:00.000000,45,52,28,8,12,1,270,204,111,113,84,16,30,3,414,504
158,CB_5099,2016-07-27 04:30:00.000000,35,39,22,2,11,1,204,150,71,111,69,20,22,7,234,402
159,CB_5111,2019-07-24 04:30:00.000000,30,44,26,0,10,0,216,84,65,43,39,5,17,5,156,240
160,CB_4886,2012-04-20 13:00:00.000000,49,50,25,8,16,2,174,174,162,94,89,8,25,8,264,792
161,CB_5110,2019-05-01 04:30:00.000000,19,40,16,1,7,0,234,60,93,45,51,7,17,3,102,396
162,CB_5102,2017-04-28 04:30:00.000000,31,43,21,1,9,4,222,84,70,69,51,23,23,5,288,390
163,CBOE_4396,2019-05-03 04:30:00.000000,36,56,42,8,19,4,438,132,60,38,74,3,14,4,198,288
164,CBOE_4099,2013-05-03 04:30:00.000000,41,62,58,31,30,3,324,114,48,44,46,44,33,5,276,228
165,CBOE_4253,2017-02-06 12:00:00.000000,25,61,42,16,21,2,390,54,41,51,48,8,13,3,132,210
166,CBOE_4097,2012-11-01 04:30:00.000000,42,61,41,28,27,1,276,126,71,54,70,28,37,4,336,408
167,CBOE_4475,2018-05-04 04:30:00.000000,27,62,46,8,19,4,528,150,68,85,53,35,7,1,174,324
168,CBOE_4250,2016-04-29 04:30:00.000000,16,53,32,16,14,5,336,60,47,33,44,28,17,3,306,192
169,CBOE_4106,2015-02-06 03:30:00.000000,33,80,44,37,33,5,420,138,66,97,55,6,30,0,300,318
170,CBOE_4248,2015-10-30 04:30:00.000000,20,59,33,16,18,4,276,84,64,101,64,28,31,3,276,390
171,CBOE_4393,2018-08-03 04:30:00.000000,22,61,32,4,16,4,528,78,65,105,64,10,23,2,246,342
172,CBOE_4104,2014-08-01 04:30:00.000000,46,47,54,28,19,3,408,234,61,61,72,5,19,1,114,300
173,CBOE_4103,2014-05-06 19:30:00.000000,32,53,54,27,24,5,414,186,84,83,91,17,21,7,270,408
174,CBOE_4398,2019-11-01 04:30:00.000000,32,44,34,6,19,5,612,102,54,129,73,11,23,10,666,408
175,CBOE_4394,2018-11-02 04:30:00.000000,34,51,42,5,18,4,432,132,113,87,73,29,23,7,378,504
176,CBOE_4249,2016-02-03 03:30:00.000000,32,65,32,14,18,5,330,138,89,54,100,22,35,3,372,474
177,CBOE_4096,2012-08-02 04:30:00.000000,29,75,55,8,24,6,540,156,36,13,30,2,8,1,198,150
178,CBOE_4107,2015-05-01 04:30:00.000000,47,64,36,22,25,3,378,168,81,69,67,19,29,8,234,336
179,CBOE_4098,2013-02-08 03:30:00.000000,27,69,43,35,30,5,366,102,69,82,49,26,43,3,366,288
180,CBOE_4397,2019-08-02 04:30:00.000000,33,47,44,11,25,9,564,144,45,82,54,16,35,4,354,294
181,CBOE_4101,2013-11-01 04:30:00.000000,36,47,42,24,18,4,348,174,116,83,146,41,20,10,276,654
182,CBOE_4100,2013-08-02 04:30:00.000000,24,43,33,19,24,6,372,102,54,39,55,9,17,1,216,312
183,CBOE_4247,2015-07-31 04:30:00.000000,30,63,32,18,21,4,264,108,66,83,54,28,15,2,240,324
184,CBOE_4255,2017-08-06 04:30:00.000000,29,88,34,7,25,8,540,72,58,111,57,13,23,6,318,384
185,CBOE_4257,2018-02-09 03:30:00.000000,15,79,30,23,18,8,642,90,85,92,65,7,37,1,408,468
186,CBOE_4256,2017-11-07 03:30:00.000000,26,75,37,9,25,12,636,144,45,99,50,28,31,6,324,348
187,CBOE_4252,2016-10-28 04:30:00.000000,33,53,31,7,17,1,312,72,69,65,59,9,27,6,300,204
188,CBOE_4095,2012-05-01 13:00:00.000000,40,77,45,18,32,6,462,180,83,61,60,14,17,1,246,372
189,CBOE_4395,2019-02-08 03:30:00.000000,32,58,50,7,25,6,432,120,72,96,80,7,26,6,540,372
190,CBOE_4102,2014-02-07 03:30:00.000000,42,52,46,43,25,5,396,228,67,54,85,39,36,7,186,402
191,CCI_6325,2018-04-19 06:30:00.000000,2,44,33,2,10,5,402,60,68,85,94,16,18,25,822,318
192,CCI_6327,2018-10-18 06:30:00.000000,7,47,43,4,19,3,588,36,67,77,113,10,43,16,852,282
193,CCI_6215,2015-04-23 06:30:00.000000,8,51,35,4,14,4,492,60,55,101,118,5,39,12,642,270
194,CCI_6213,2014-10-31 06:30:00.000000,17,52,81,17,17,8,954,12,64,90,113,30,36,14,978,216
195,CCI_6125,2014-01-23 05:30:00.000000,15,74,65,7,15,6,654,72,52,75,85,9,32,7,786,204
196,CCI_6328,2019-01-24 05:30:00.000000,7,38,39,2,11,6,612,108,50,68,92,14,43,10,780,366
197,CCI_6111,2012-10-25 06:30:00.000000,16,66,63,11,19,5,672,54,44,40,54,20,22,12,660,216
198,CCI_6326,2018-07-19 06:30:00.000000,8,47,28,3,12,6,444,66,79,147,97,11,39,14,936,444
199,CCI_6112,2013-01-24 05:30:00.000000,11,49,40,5,9,5,588,30,62,77,93,16,32,7,774,348
200,CCI_6223,2017-04-26 06:30:00.000000,4,34,37,5,9,4,456,24,91,128,130,26,60,13,984,366
201,CCI_6221,2016-10-21 06:30:00.000000,3,40,48,1,15,5,510,42,89,94,86,25,50,4,798,312
202,CCI_6114,2013-07-25 06:30:00.000000,10,38,44,6,13,3,456,48,64,80,72,14,31,13,648,174
203,CCI_6322,2017-07-19 03:30:00.000000,10,49,43,5,26,3,672,84,39,61,86,14,30,11,648,162
204,CCI_6212,2014-07-24 06:30:00.000000,10,44,69,6,12,8,792,48,50,68,98,18,34,8,780,162
205,CCI_6220,2016-07-22 06:30:00.000000,3,58,31,0,9,2,420,36,71,77,113,7,25,9,714,258
206,CCI_6216,2015-07-23 06:30:00.000000,15,53,56,3,17,6,612,72,47,119,88,12,36,3,828,288
207,CCI_6110,2012-07-26 06:30:00.000000,5,52,31,2,10,1,378,36,72,108,125,29,20,31,864,396
208,CCI_6381,2014-04-24 06:30:00.000000,16,63,71,9,24,3,720,54,38,61,64,15,31,9,612,168
209,CCI_6324,2018-01-25 05:30:00.000000,3,37,31,2,6,7,552,54,49,87,78,15,27,15,678,312
210,CCI_6113,2013-04-25 06:30:00.000000,11,48,34,4,8,3,432,54,61,70,112,21,22,7,510,282
211,CCI_6115,2013-10-21 03:30:00.000000,8,47,55,8,23,7,480,48,45,37,80,6,9,16,468,162
212,CCI_6330,2019-07-18 06:30:00.000000,7,32,39,0,15,9,390,78,52,77,65,8,27,7,666,258
213,CCI_6109,2012-04-26 06:30:00.000000,15,69,58,4,13,4,774,54,59,62,79,4,31,15,528,240
214,CCI_6329,2019-04-18 06:30:00.000000,7,42,23,0,7,6,366,96,73,70,94,20,32,16,792,366
215,CCI_6108,2012-01-26 06:00:00.000000,18,80,73,13,38,7,846,48,69,83,72,17,40,10,642,420
216,CCI_6323,2017-10-19 06:30:00.000000,11,36,49,2,16,3,600,60,52,64,79,11,48,7,732,216
217,CCI_6218,2016-01-28 03:00:00.000000,13,83,48,5,13,2,498,42,37,80,51,8,21,12,288,156
218,CCI_6217,2015-10-22 06:30:00.000000,8,56,56,8,14,9,786,36,73,97,139,26,47,12,918,384
219,CCL_4377,2017-06-22 06:00:00.000000,10,70,7,0,10,0,348,66,70,105,42,2,37,3,354,300
220,CCL_4381,2018-09-27 06:00:00.000000,19,62,9,1,20,3,480,72,35,110,47,2,48,3,372,318
221,CCL_4229,2014-03-25 06:00:00.000000,9,61,8,0,13,1,162,42,74,98,61,5,30,1,336,222
222,CCL_4369,2015-06-23 06:00:00.000000,14,75,12,4,15,3,432,60,71,140,52,7,36,2,474,342
223,CCL_4382,2019-03-26 06:00:00.000000,13,56,18,0,20,3,426,90,65,100,75,8,32,3,456,330
224,CCL_4368,2015-03-27 06:00:00.000000,13,100,15,1,15,4,396,54,59,96,37,2,42,4,432,264
225,CCL_4578,2012-09-25 06:00:00.000000,33,48,11,0,35,2,228,90,105,78,52,4,24,8,366,432
226,CCL_4228,2013-12-19 05:30:00.000000,24,85,6,0,24,1,198,78,80,50,43,4,33,4,240,282
227,CCL_4487,2012-12-20 05:00:00.000000,29,58,13,0,39,3,420,54,74,80,64,4,48,4,390,306
228,CCL_4376,2017-03-28 06:00:00.000000,7,67,9,0,9,0,318,42,65,100,64,7,48,6,558,390
229,CCL_4371,2015-12-18 05:00:00.000000,10,83,16,0,17,2,330,78,65,104,67,3,25,7,414,282
230,CCL_4226,2013-06-25 06:00:00.000000,22,68,25,3,45,2,276,72,57,113,66,3,39,4,264,210
231,CCL_4383,2019-06-20 06:00:00.000000,28,44,13,3,11,5,342,102,97,89,67,1,52,6,582,480
232,CCL_4577,2012-06-22 06:00:00.000000,34,40,15,4,17,0,240,186,92,66,62,2,31,4,186,384
233,CCL_4230,2014-06-24 06:00:00.000000,9,84,14,1,24,2,246,42,59,127,39,3,32,1,264,234
234,CCL_4374,2016-09-26 06:00:00.000000,12,58,17,4,20,5,384,72,51,141,83,3,50,12,534,336
235,CCL_4231,2014-09-23 06:00:00.000000,7,81,14,2,25,6,294,48,70,139,78,4,75,6,432,384
236,CCL_4379,2017-12-20 05:00:00.000000,23,80,11,1,14,7,450,96,60,100,42,0,46,3,468,318
237,CCL_4373,2016-06-28 06:00:00.000000,12,60,21,3,10,0,444,84,56,93,70,5,28,7,354,318
238,CCL_4380,2018-06-25 06:00:00.000000,16,63,5,2,15,3,372,36,72,110,52,1,37,7,360,372
239,CCL_4227,2013-09-24 06:00:00.000000,26,76,13,0,27,6,234,72,53,73,44,11,22,1,54,198
240,CCL_4232,2014-12-19 05:00:00.000000,14,115,29,2,31,7,426,78,74,87,44,4,34,8,306,324
