,Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
79,GILD_9737,2013-10-29 12:30:00.000000,79,86,80,12,95,13
80,GILD_10247,2019-05-02 12:30:00.000000,101,228,94,14,60,13
81,GILD_9740,2014-07-23 13:00:00.000000,108,106,108,10,72,15
82,GILD_10108,2017-10-26 12:30:00.000000,82,105,102,21,72,8
83,GILD_9738,2014-02-04 11:30:00.000000,68,91,82,8,58,14
84,GILD_10109,2018-02-06 11:30:00.000000,93,124,90,1,61,5
85,GILD_9736,2013-07-25 12:30:00.000000,96,75,76,18,59,12
86,GIS_10262,2018-06-27 04:30:00.000000,92,212,48,0,116,5
87,GIS_9986,2016-03-23 04:30:00.000000,101,227,50,2,63,2
88,GIS_10263,2018-09-18 04:30:00.000000,84,225,58,1,41,7
89,GIS_9980,2014-09-17 04:30:00.000000,98,191,63,3,58,2
90,GIS_9978,2014-03-19 04:30:00.000000,82,166,51,2,49,7
91,GIS_9983,2015-07-01 04:00:00.000000,83,170,45,2,79,12
92,GIS_10136,2017-03-21 04:30:00.000000,116,171,77,4,40,4
93,GIS_9820,2012-06-27 05:00:00.000000,63,151,64,2,60,11
94,GIS_10139,2017-12-20 03:30:00.000000,97,337,49,7,55,5
95,GIS_9824,2013-06-26 04:30:00.000000,59,203,54,3,56,4
96,GIS_9984,2015-09-22 04:30:00.000000,91,201,49,2,39,3
97,GIS_10267,2019-09-18 04:30:00.000000,97,275,50,0,44,3
98,GIS_9976,2013-09-18 04:30:00.000000,78,162,72,2,19,0
99,GIS_10135,2016-12-20 03:30:00.000000,119,226,60,5,72,4
100,GIS_9823,2013-03-20 04:30:00.000000,54,176,36,5,32,3
101,GIS_9985,2015-12-17 03:30:00.000000,86,180,47,4,42,2
102,GIS_9982,2015-03-18 04:30:00.000000,67,168,50,2,27,5
103,GIS_10265,2019-03-20 04:30:00.000000,74,261,48,1,31,7
104,GIS_9979,2014-06-25 04:30:00.000000,72,203,43,5,48,5
105,GIS_10268,2019-12-18 03:30:00.000000,82,275,53,2,58,1
106,GIS_10137,2017-06-28 04:30:00.000000,88,238,51,1,85,7
107,GIS_10134,2016-09-21 04:30:00.000000,94,233,38,2,40,4
108,GIS_9987,2016-06-29 04:30:00.000000,92,218,46,5,75,3
109,GIS_9821,2012-09-19 04:30:00.000000,80,173,60,3,39,3
110,GIS_10264,2018-12-19 03:30:00.000000,107,268,55,2,47,7
111,GIS_10140,2018-03-21 04:30:00.000000,82,212,54,2,85,2
112,GIS_9977,2013-12-18 03:30:00.000000,99,228,59,2,90,4
113,GIS_9822,2012-12-19 03:30:00.000000,67,211,71,1,30,4
114,GLW_5828,2012-04-25 04:30:00.000000,157,154,97,7,48,7
115,GLW_5811,2018-01-30 03:30:00.000000,79,203,52,7,59,18
116,GLW_5823,2016-04-26 04:30:00.000000,129,165,71,12,63,13
117,GLW_5832,2013-04-24 04:30:00.000000,127,131,102,16,64,9
118,GLW_5801,2020-01-29 03:30:00.000000,80,155,49,17,59,13
119,GLW_5798,2019-04-30 04:30:00.000000,59,210,58,13,42,10
120,GLW_5807,2017-01-24 03:30:00.000000,66,167,71,18,51,19
121,GLW_5808,2017-04-26 04:30:00.000000,87,187,83,14,63,18
122,GLW_5836,2014-04-28 04:30:00.000000,105,156,85,27,44,7
123,GLW_5820,2015-07-28 04:30:00.000000,142,176,93,15,57,3
124,GLW_5796,2018-10-23 04:30:00.000000,41,212,43,12,39,14
125,GLW_5800,2019-10-29 04:30:00.000000,72,154,56,13,33,12
126,GLW_5821,2015-10-27 04:30:00.000000,114,191,74,18,69,11
127,GLW_5816,2014-07-29 04:30:00.000000,132,113,90,22,46,4
128,GLW_5797,2019-01-29 03:30:00.000000,43,210,41,18,38,15
129,GLW_5835,2014-01-28 03:30:00.000000,145,111,89,28,56,3
130,GLW_5819,2015-04-28 04:30:00.000000,151,182,93,10,45,10
131,GLW_5805,2016-07-27 04:30:00.000000,112,185,83,17,49,10
132,GLW_5810,2017-10-24 04:30:00.000000,66,221,48,13,42,8
133,GLW_5834,2013-10-30 04:30:00.000000,116,140,98,17,52,4
134,GLW_5799,2019-07-30 04:30:00.000000,69,170,50,10,33,7
135,GLW_5830,2012-10-24 04:30:00.000000,141,167,105,21,66,7
136,GLW_5822,2016-01-26 03:30:00.000000,109,189,57,4,78,4
137,GLW_5833,2013-07-30 04:30:00.000000,127,105,96,10,52,4
138,GLW_5809,2017-07-26 04:30:00.000000,77,188,85,20,54,11
139,GLW_5867,2012-01-25 03:30:00.000000,172,146,123,8,87,15
140,GLW_5829,2012-07-25 04:30:00.000000,159,113,101,7,66,3
141,GLW_5806,2016-10-25 04:30:00.000000,78,158,65,12,46,14
142,GLW_5795,2018-07-25 04:30:00.000000,65,224,55,12,45,20
143,GM_9809,2016-04-21 06:00:00.000000,59,156,68,0,35,8
144,GM_9722,2013-05-02 06:00:00.000000,117,142,73,4,59,3
145,GM_10130,2018-02-06 04:00:00.000000,85,177,80,2,56,17
146,GM_9973,2016-10-25 06:00:00.000000,72,163,99,5,57,14
147,GM_10259,2019-08-01 06:00:00.000000,111,210,94,12,76,9
148,GM_9972,2016-07-21 06:00:00.000000,85,191,90,4,58,16
149,GM_10260,2019-10-29 06:00:00.000000,117,162,120,15,66,23
150,GM_9633,2015-04-23 06:00:00.000000,103,186,73,4,45,9
151,GM_10256,2018-10-31 05:00:00.000000,75,161,62,2,35,10
152,GM_9742,2014-02-06 05:00:00.000000,166,191,68,13,55,5
153,GM_9743,2014-04-24 06:00:00.000000,198,153,53,6,51,2
154,GM_10427,2015-07-23 06:00:00.000000,98,181,87,0,84,12
155,GM_9717,2012-02-16 05:00:00.000000,167,197,63,4,61,12
156,GM_9721,2013-02-14 05:00:00.000000,121,182,78,6,61,25
157,GM_9719,2012-08-02 06:00:00.000000,115,128,59,7,40,7
158,GM_10129,2017-10-24 05:00:00.000000,77,145,65,2,63,10
159,GM_10420,2015-02-04 05:00:00.000000,151,180,68,7,47,11
160,GM_9718,2012-05-03 06:00:00.000000,130,135,61,2,36,2
161,GM_9745,2014-10-23 06:00:00.000000,163,148,77,7,64,12
162,GM_10257,2019-02-06 05:00:00.000000,86,163,68,6,68,14
163,GM_10132,2018-07-25 06:00:00.000000,89,175,98,8,56,12
164,GM_9974,2017-02-07 05:00:00.000000,61,183,83,5,65,15
165,GM_9744,2014-07-24 06:00:00.000000,220,197,87,13,62,17
166,GM_9640,2013-07-25 06:00:00.000000,110,134,43,6,51,2
167,GM_10128,2017-07-25 06:00:00.000000,100,187,78,2,75,12
168,GM_10428,2015-10-21 06:00:00.000000,88,205,76,11,65,16
169,GM_9741,2013-10-30 06:00:00.000000,111,142,60,1,41,6
170,GM_10133,2018-09-05 11:45:00.000000,33,77,66,3,13,2
171,GM_10258,2019-04-30 06:00:00.000000,105,189,80,1,57,10
172,GM_10261,2020-02-06 05:00:00.000000,240,631,192,20,206,49
173,GOOG_1170,2012-10-18 00:30:00.000000,98,201,74,2,49,4
174,GOOG_1489,2018-04-23 12:30:00.000000,53,184,45,6,36,14
175,GOOG_1335,2013-10-17 12:30:00.000000,83,226,63,0,34,5
176,GOOG_1490,2018-07-23 12:30:00.000000,57,209,44,6,53,11
177,GOOG_1484,2017-01-26 11:30:00.000000,55,178,51,1,49,7
178,GOOG_1339,2014-10-16 12:30:00.000000,62,152,59,4,40,9
179,GOOG_1491,2019-04-29 12:30:00.000000,55,157,49,7,64,17
180,GOOG_1488,2018-01-31 23:30:00.000000,54,180,46,5,52,9
181,GOOG_1167,2012-01-19 11:30:00.000000,65,195,62,2,38,11
182,GOOG_1337,2014-04-16 12:30:00.000000,96,178,74,4,55,11
183,GOOG_1169,2012-07-19 12:30:00.000000,99,164,63,5,59,7
184,GOOG_1486,2017-07-24 13:00:00.000000,57,162,47,1,42,5
185,GOOG_1340,2015-01-29 11:30:00.000000,91,133,53,0,30,7
186,GOOG_1333,2013-04-18 12:30:00.000000,104,197,63,3,39,4
187,GOOG_1342,2015-07-16 12:30:00.000000,82,180,49,10,23,7
188,GOOG_1171,2013-01-22 11:30:00.000000,118,247,98,14,66,9
189,GOOG_1492,2019-10-28 13:00:00.000000,46,151,60,7,42,8
190,GOOG_1485,2017-04-27 12:30:00.000000,72,232,43,7,37,10
191,GOOG_1487,2017-10-26 12:30:00.000000,59,173,54,1,32,10
192,GOOG_1344,2016-02-01 11:30:00.000000,53,183,55,4,34,10
193,GOOG_1336,2014-01-30 11:30:00.000000,95,165,61,1,35,5
194,GOOG_1341,2015-04-23 12:30:00.000000,90,200,49,0,55,2
195,GOOG_1343,2015-10-22 12:30:00.000000,53,152,46,5,34,8
196,GOOG_1168,2012-04-12 12:30:00.000000,57,193,73,5,56,12
197,GPC_10356,2017-02-21 06:00:00.000000,57,178,48,3,28,5
198,GPC_10122,2014-10-20 07:00:00.000000,64,185,95,5,34,5
199,GPC_10249,2018-07-19 07:00:00.000000,58,233,75,4,26,7
200,GPC_10248,2018-04-19 07:00:00.000000,81,197,64,1,38,4
201,GPC_10118,2013-10-18 07:00:00.000000,98,168,81,3,31,6
202,GPC_10117,2013-07-18 07:00:00.000000,71,194,114,0,36,7
203,GPC_10250,2018-10-18 07:00:00.000000,81,264,56,4,46,4
204,GPC_10119,2014-02-18 06:00:00.000000,99,206,89,2,36,6
205,GPC_10255,2020-02-19 06:00:00.000000,98,237,73,2,47,3
206,GPC_10358,2016-07-19 07:00:00.000000,107,203,89,1,38,5
207,GPC_10123,2015-02-17 06:00:00.000000,64,194,80,2,44,4
208,GPC_10252,2019-04-18 07:00:00.000000,68,223,44,1,32,2
209,GPC_10253,2019-07-18 07:00:00.000000,123,243,85,1,37,4
210,GPC_10115,2013-02-19 06:00:00.000000,80,200,97,3,51,5
211,GPC_10254,2019-10-17 07:00:00.000000,90,227,72,1,39,6
212,GPC_10112,2012-04-19 07:00:00.000000,61,150,73,4,32,4
213,GPC_10124,2015-04-21 07:00:00.000000,60,146,65,1,24,7
214,GPC_10353,2017-10-19 07:00:00.000000,74,186,73,5,29,1
215,GPC_10114,2012-10-18 07:00:00.000000,84,162,80,3,23,10
216,GPC_10113,2012-07-19 07:00:00.000000,87,165,90,8,37,5
217,GPC_9971,2012-02-21 06:00:00.000000,68,187,80,2,26,5
218,GPC_10357,2016-10-19 07:00:00.000000,121,198,76,2,28,8
219,GPC_10116,2013-04-19 07:00:00.000000,91,135,94,2,39,4
220,GPC_10121,2014-07-21 07:00:00.000000,47,195,66,4,63,8
221,GPC_10251,2019-02-19 06:00:00.000000,58,233,51,1,30,4
222,GPC_10126,2015-10-19 07:00:00.000000,105,208,87,2,50,5
223,GPC_10359,2016-04-19 07:00:00.000000,95,181,79,1,49,5
224,GPC_10352,2018-02-20 06:00:00.000000,48,207,60,2,28,4
225,GPC_10354,2017-07-20 07:00:00.000000,53,219,86,3,29,5
226,GPN_10095,2014-10-02 04:30:00.000000,74,204,96,4,31,8
227,GPN_10232,2017-01-09 03:00:00.000000,68,208,93,5,55,4
228,GPN_10240,2019-02-13 03:00:00.000000,68,203,92,4,31,9
229,GPN_10103,2015-10-07 04:00:00.000000,85,154,93,19,35,15
230,GPN_10105,2016-04-06 04:00:00.000000,78,213,88,11,22,4
231,GPN_10235,2017-11-08 03:00:00.000000,70,211,101,8,37,7
232,GPN_9947,2013-10-01 13:00:00.000000,83,146,105,9,29,13
233,GPN_10236,2018-02-15 03:00:00.000000,54,180,78,16,43,10
234,GPN_9939,2012-09-27 13:00:00.000000,108,116,82,13,46,5
235,GPN_9949,2014-01-08 12:00:00.000000,76,114,75,13,24,9
236,GPN_9937,2012-07-26 13:00:00.000000,100,96,105,31,52,5
237,GPN_10237,2018-05-03 04:00:00.000000,69,190,82,14,36,7
238,GPN_10097,2015-01-08 03:00:00.000000,70,147,102,11,26,10
239,GPN_10239,2018-10-30 04:00:00.000000,61,202,67,9,34,5
240,GPN_10234,2017-08-03 04:00:00.000000,75,198,79,7,23,7
241,GPN_10231,2016-10-05 04:00:00.000000,87,217,79,6,37,4
242,GPN_9945,2013-07-25 13:00:00.000000,90,106,77,17,40,9
243,GPN_10093,2014-07-29 13:00:00.000000,94,90,85,12,21,4
244,GPN_10091,2014-04-03 13:00:00.000000,86,133,72,14,49,5
245,GPN_10099,2015-04-08 04:00:00.000000,65,151,95,9,33,9
246,GPN_10243,2019-10-31 04:00:00.000000,47,216,76,6,25,5
247,GPN_10101,2015-07-28 04:00:00.000000,67,144,103,9,41,11
248,GPN_10230,2016-07-31 04:00:00.000000,77,150,112,12,24,5
249,GPN_9943,2013-04-02 13:00:00.000000,93,113,104,14,42,6
250,GPN_10233,2017-05-04 04:00:00.000000,66,204,84,4,23,6
251,GPN_10410,2012-04-02 04:00:00.000000,176,84,101,52,55,12
252,GPN_9941,2013-01-08 12:00:00.000000,105,139,116,22,26,9
253,GPN_10242,2019-07-30 04:00:00.000000,78,234,76,16,67,7
254,GPS_10040,2013-08-22 13:00:00.000000,67,176,75,3,42,9
255,GPS_10036,2012-08-16 13:00:00.000000,67,148,59,3,60,7
256,GPS_10183,2014-11-20 12:00:00.000000,50,169,57,0,61,8
257,GPS_10339,2017-11-16 12:00:00.000000,95,208,56,4,39,7
258,GPS_10296,2016-05-19 12:30:00.000000,83,123,61,1,37,10
259,GPS_10038,2013-02-28 12:00:00.000000,56,153,50,3,35,10
260,GPS_10335,2018-11-20 12:00:00.000000,116,209,59,4,36,18
261,GPS_10327,2019-11-21 12:00:00.000000,118,236,56,3,60,8
262,GPS_10188,2016-02-26 12:00:00.000000,98,180,42,5,52,17
263,GPS_10337,2018-05-24 13:00:00.000000,95,188,56,5,38,7
264,GPS_10039,2013-05-23 13:00:00.000000,57,167,71,1,38,6
265,GPS_10186,2015-08-20 13:00:00.000000,62,137,63,1,49,8
266,GPS_10181,2014-05-22 13:00:00.000000,49,158,54,0,47,12
267,GPS_10333,2019-05-30 13:00:00.000000,122,196,84,4,55,11
268,GPS_10298,2016-11-17 11:30:00.000000,82,155,57,2,49,3
269,GPS_10182,2014-08-21 13:00:00.000000,53,152,56,4,42,8
270,GPS_10299,2017-02-23 12:00:00.000000,95,219,66,3,41,19
271,GPS_10336,2018-08-23 13:00:00.000000,88,229,76,1,52,6
272,GPS_10180,2014-02-27 12:00:00.000000,61,177,68,1,67,5
273,GPS_10184,2015-02-27 12:00:00.000000,68,153,49,1,63,11
274,GPS_10037,2012-11-15 12:00:00.000000,60,167,59,1,57,12
275,GPS_10340,2017-08-17 13:00:00.000000,65,195,50,3,50,5
276,GPS_10179,2013-11-21 12:00:00.000000,65,148,75,2,36,6
277,GPS_10185,2015-05-21 13:00:00.000000,61,122,40,0,40,9
278,GPS_10297,2016-08-18 12:30:00.000000,79,165,52,1,35,9
279,GPS_10334,2019-03-01 12:00:00.000000,119,255,69,5,87,14
280,GPS_10300,2017-05-18 13:00:00.000000,80,213,54,3,52,16
281,GRMN_10169,2015-04-29 06:30:00.000000,82,104,59,14,37,5
282,GRMN_10291,2019-02-20 05:30:00.000000,41,110,79,0,22,4
283,GRMN_10021,2012-08-01 06:30:00.000000,77,120,46,13,33,4
284,GRMN_10295,2020-02-19 05:30:00.000000,25,80,67,3,44,3
285,GRMN_10030,2014-10-29 06:30:00.000000,66,128,67,8,30,4
286,GRMN_10290,2018-10-31 06:30:00.000000,33,92,51,4,38,7
287,GRMN_10023,2013-02-20 05:30:00.000000,94,157,88,6,47,9
288,GRMN_10294,2019-10-30 06:30:00.000000,40,117,70,4,36,3
289,GRMN_10171,2015-10-28 06:30:00.000000,101,102,63,8,30,4
290,GRMN_10020,2012-05-02 06:30:00.000000,51,108,54,6,34,10
291,GRMN_10287,2018-02-21 05:30:00.000000,55,98,77,8,25,8
292,GRMN_10168,2015-02-18 05:30:00.000000,46,129,86,3,60,3
293,GRMN_10173,2016-04-27 06:30:00.000000,54,84,42,5,25,2
294,GRMN_10029,2014-07-30 06:30:00.000000,91,141,63,9,53,13
295,GRMN_10028,2014-04-30 06:30:00.000000,59,127,61,8,24,8
296,GRMN_10174,2016-07-27 06:30:00.000000,46,73,67,1,33,3
297,GRMN_10026,2013-10-30 06:30:00.000000,65,93,59,8,30,1
298,GRMN_10286,2017-11-01 06:30:00.000000,61,89,70,4,16,8
299,GRMN_10292,2019-05-01 06:30:00.000000,35,83,42,4,28,10
300,GRMN_10176,2017-02-22 05:30:00.000000,50,101,77,1,33,3
301,GRMN_10289,2018-08-01 06:30:00.000000,32,100,53,0,24,4
302,GRMN_10178,2017-08-02 06:30:00.000000,60,111,77,3,36,7
303,GRMN_10177,2017-05-03 06:30:00.000000,42,107,40,0,23,5
304,GRMN_10019,2012-02-22 05:30:00.000000,73,168,34,8,67,1
305,GRMN_10024,2013-05-01 06:30:00.000000,83,137,47,12,31,7
306,GRMN_10027,2014-02-19 05:30:00.000000,61,152,67,7,50,7
307,GRMN_10288,2018-05-02 06:30:00.000000,46,84,49,2,25,4
308,GRMN_10025,2013-07-31 06:30:00.000000,66,101,83,9,43,7
309,GRMN_10022,2012-10-31 06:30:00.000000,70,109,66,2,37,2
310,GS_9930,2012-10-16 05:30:00.000000,74,80,103,11,52,9
311,GS_9933,2013-07-16 05:30:00.000000,117,113,139,16,59,18
312,GS_10364,2019-10-15 07:00:00.000000,135,214,108,8,60,8
313,GS_10088,2017-01-18 04:30:00.000000,140,178,150,25,52,22
314,GS_10370,2018-04-17 05:30:00.000000,116,217,148,11,67,19
315,GS_10371,2018-01-17 04:30:00.000000,133,164,126,19,48,24
316,GS_10086,2016-07-19 05:30:00.000000,128,119,115,20,34,19
317,GS_9932,2013-04-16 05:30:00.000000,142,167,126,24,56,13
318,GS_10081,2015-04-16 05:30:00.000000,109,147,82,25,53,27
319,GS_10083,2015-10-15 05:30:00.000000,165,141,141,15,53,13
320,GS_9929,2012-07-17 05:30:00.000000,111,108,97,8,31,11
321,GS_10369,2018-07-17 05:30:00.000000,89,194,81,6,57,13
322,GS_10079,2014-10-16 05:30:00.000000,131,157,107,33,79,19
323,GS_10084,2016-01-20 04:30:00.000000,157,104,136,30,28,9
324,GS_10087,2016-10-18 05:30:00.000000,117,161,99,9,30,13
325,GS_9934,2013-10-17 05:30:00.000000,148,118,143,29,64,11
326,GS_10085,2016-04-19 05:30:00.000000,165,159,112,16,36,23
327,GS_10078,2014-07-15 06:30:00.000000,134,180,134,22,56,36
328,GS_10090,2017-07-18 05:30:00.000000,144,158,124,18,18,16
329,GS_10367,2019-01-16 04:30:00.000000,143,189,100,29,78,16
330,GS_9931,2013-01-16 05:30:00.000000,162,170,151,21,49,16
331,GS_10372,2017-10-17 05:30:00.000000,111,156,105,18,36,21
332,GS_10080,2015-01-16 04:30:00.000000,196,225,206,43,87,32
333,GS_10082,2015-07-16 05:30:00.000000,127,129,97,48,30,16
334,GS_9927,2012-01-18 04:30:00.000000,139,111,110,7,48,9
335,GS_10089,2017-04-18 05:30:00.000000,113,133,115,23,31,6
336,GS_10366,2019-04-15 05:00:00.000000,104,169,92,13,94,8
337,GS_10365,2019-07-16 05:30:00.000000,120,175,108,11,78,6
338,GT_10071,2016-04-27 05:00:00.000000,74,211,53,1,56,12
339,GT_9775,2012-04-27 04:30:00.000000,102,194,75,4,38,6
340,GT_10223,2018-04-25 05:00:00.000000,101,215,75,3,48,12
341,GT_9912,2012-10-26 04:30:00.000000,145,204,85,12,44,7
342,GT_10074,2017-02-08 04:00:00.000000,96,180,99,12,62,11
343,GT_10222,2018-02-08 04:00:00.000000,80,197,71,2,61,11
344,GT_9917,2014-02-13 04:00:00.000000,85,181,77,8,50,21
345,GT_9774,2012-02-14 03:30:00.000000,105,209,81,7,56,10
346,GT_10229,2019-10-25 05:30:00.000000,147,265,78,6,49,10
347,GT_10226,2019-02-08 04:00:00.000000,147,224,87,11,64,20
348,GT_9918,2014-04-29 05:00:00.000000,84,219,73,2,51,11
349,GT_9913,2013-02-12 04:00:00.000000,143,237,77,0,49,18
350,GT_9920,2014-10-29 05:00:00.000000,97,194,83,1,66,9
351,GT_10073,2016-10-28 05:00:00.000000,113,157,77,5,56,12
352,GT_9919,2014-07-30 05:00:00.000000,81,181,63,0,37,12
353,GT_10225,2018-10-26 05:00:00.000000,138,194,59,5,50,15
354,GT_10077,2017-10-27 05:00:00.000000,108,161,90,1,35,9
355,GT_10076,2017-07-28 05:00:00.000000,125,144,93,2,67,5
356,GT_10227,2019-04-26 05:30:00.000000,112,239,69,7,50,15
357,GT_10075,2017-04-28 05:00:00.000000,72,109,47,1,28,15
358,GT_9915,2013-07-30 05:00:00.000000,62,236,60,7,42,9
359,GT_9916,2013-10-29 05:00:00.000000,76,221,62,1,40,9
360,GT_10070,2016-02-09 04:00:00.000000,116,219,80,4,49,10
361,GT_9922,2015-04-29 05:30:00.000000,87,184,77,4,42,10
362,GT_10373,2020-02-11 04:00:00.000000,168,203,71,9,50,13
363,GT_10069,2015-10-29 05:00:00.000000,92,213,69,3,49,9
364,GT_10068,2015-07-29 05:00:00.000000,109,209,98,3,58,5
365,GT_10072,2016-07-27 05:00:00.000000,67,171,72,1,25,10
366,GT_9921,2015-02-17 04:00:00.000000,96,217,104,4,80,19
367,GWW_9908,2013-10-16 04:00:00.000000,32,21,13,4,13,0
368,GWW_10378,2018-04-19 07:00:00.000000,91,159,70,14,41,3
369,GWW_10059,2015-10-16 03:30:00.000000,51,17,5,3,3,0
370,GWW_10379,2018-01-24 06:00:00.000000,120,202,94,7,54,5
371,GWW_9903,2012-07-18 04:00:00.000000,22,48,14,3,4,0
372,GWW_10377,2018-07-18 07:00:00.000000,97,125,66,20,22,3
373,GWW_10063,2016-10-18 03:30:00.000000,29,31,15,2,6,0
374,GWW_9907,2013-07-17 04:00:00.000000,22,30,13,1,9,2
375,GWW_10219,2019-07-24 06:00:00.000000,111,177,71,5,42,6
376,GWW_10057,2015-04-16 03:30:00.000000,40,21,16,4,14,1
377,GWW_10064,2017-01-25 06:00:00.000000,102,140,100,6,42,2
