,Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
76,ULTA_20931,2019-08-29 13:00:00.000000,82,311,81,4,51,9
77,ULTA_20948,2013-03-14 13:00:00.000000,73,233,70,1,63,10
78,ULTA_20947,2013-06-11 13:00:00.000000,51,197,65,4,40,4
79,ULTA_20833,2017-05-25 13:00:00.000000,80,262,72,4,58,2
80,ULTA_20831,2016-12-01 12:00:00.000000,55,235,55,3,46,5
81,ULTA_20841,2019-05-30 13:00:00.000000,59,268,69,2,45,2
82,ULTA_20731,2015-03-12 13:00:00.000000,69,270,67,1,54,3
83,ULTA_20830,2016-08-26 13:00:00.000000,61,276,65,1,78,8
84,ULTA_20641,2012-11-29 12:00:00.000000,55,153,61,1,55,2
85,ULTA_20836,2018-03-16 13:00:00.000000,88,316,63,8,51,7
86,ULTA_20730,2014-12-05 12:00:00.000000,64,208,47,5,37,1
87,ULTA_20639,2012-06-05 13:00:00.000000,36,215,64,1,50,4
88,ULTA_20729,2014-09-12 13:00:00.000000,85,235,88,2,47,7
89,ULTA_20726,2013-12-05 12:00:00.000000,72,204,94,9,34,3
90,ULTA_20829,2016-05-27 13:00:00.000000,73,172,81,5,41,6
91,ULTA_20839,2018-12-07 12:00:00.000000,61,246,53,1,36,1
92,ULTA_20638,2012-03-08 12:00:00.000000,58,201,65,4,81,2
93,UNH_21219,2017-01-17 03:45:00.000000,74,199,81,14,54,9
94,UNH_21304,2015-07-16 04:45:00.000000,69,200,76,9,53,9
95,UNH_21292,2019-10-15 04:45:00.000000,93,249,86,7,33,10
96,UNH_21295,2019-01-15 03:45:00.000000,80,226,88,16,44,5
97,UNH_21308,2014-07-17 04:45:00.000000,69,207,81,7,62,5
98,UNH_21293,2019-07-18 04:45:00.000000,102,231,64,14,37,9
99,UNH_21143,2012-10-16 04:45:00.000000,70,206,90,18,65,3
100,UNH_21291,2020-01-15 03:45:00.000000,74,234,73,9,78,6
101,UNH_21315,2012-04-19 04:45:00.000000,83,145,63,11,38,15
102,UNH_21145,2015-10-15 04:45:00.000000,65,222,97,10,40,7
103,UNH_21146,2016-01-19 03:45:00.000000,96,207,73,15,36,9
104,UNH_21222,2018-01-16 03:45:00.000000,68,236,93,9,57,8
105,UNH_21312,2013-07-18 04:45:00.000000,80,220,82,7,58,20
106,UNH_21306,2015-01-21 03:45:00.000000,63,218,82,9,37,6
107,UNH_21221,2017-07-18 04:45:00.000000,71,275,79,8,51,10
108,UNH_21307,2014-10-16 04:45:00.000000,62,171,74,14,49,6
109,UNH_21218,2016-10-18 04:45:00.000000,66,204,78,10,68,7
110,UNH_21297,2018-07-17 04:45:00.000000,96,259,81,8,58,7
111,UNH_21294,2019-04-16 04:45:00.000000,109,279,117,12,57,15
112,UNH_21220,2017-04-18 04:45:00.000000,75,256,77,12,42,5
113,UNH_21313,2013-04-18 04:45:00.000000,99,180,111,14,55,12
114,UNH_21144,2013-01-17 03:45:00.000000,56,187,121,12,64,8
115,UNH_21217,2016-07-19 04:45:00.000000,94,205,72,18,43,8
116,UNH_21314,2012-07-19 04:45:00.000000,87,185,115,14,63,15
117,UNH_21305,2015-04-16 04:45:00.000000,56,248,83,3,46,11
118,UNH_21216,2016-04-19 04:45:00.000000,77,235,85,7,44,6
119,UNH_21299,2017-10-17 04:45:00.000000,83,273,88,20,78,5
120,UNH_21316,2012-01-19 03:45:00.000000,46,203,88,11,40,10
121,UNH_21310,2014-01-16 03:45:00.000000,62,187,119,19,50,16
122,UNM_21112,2014-08-03 05:00:00.000000,111,237,109,15,43,2
123,UNM_21177,2017-04-27 05:00:00.000000,91,249,87,26,34,3
124,UNM_21365,2013-02-06 05:00:00.000000,119,203,107,26,29,7
125,UNM_21363,2013-08-06 05:00:00.000000,147,206,144,20,26,14
126,UNM_21179,2017-10-27 04:00:00.000000,75,164,74,14,15,3
127,UNM_21180,2018-02-01 06:00:00.000000,94,226,108,35,54,2
128,UNM_21182,2018-07-31 04:00:00.000000,158,200,179,58,63,7
129,UNM_21184,2019-02-06 03:00:00.000000,108,200,73,17,43,6
130,UNM_21050,2012-05-02 05:00:00.000000,173,136,118,52,30,6
131,UNM_21114,2015-02-04 05:00:00.000000,90,226,122,22,41,7
132,UNM_21175,2016-10-27 05:00:00.000000,133,238,121,26,69,7
133,UNM_21181,2018-05-02 05:00:00.000000,117,192,140,55,62,5
134,UNM_21187,2019-10-30 17:00:00.000000,128,198,98,26,38,7
135,UNM_21118,2016-02-03 04:00:00.000000,139,163,112,16,19,15
136,UNM_21051,2012-08-02 06:00:00.000000,131,153,130,33,41,4
137,UNM_21049,2012-02-07 04:00:00.000000,145,167,107,56,36,10
138,UNM_21364,2013-05-02 05:00:00.000000,140,173,110,24,38,9
139,UNM_21110,2014-02-05 05:00:00.000000,100,224,121,41,25,7
140,UNM_21111,2014-05-08 05:00:00.000000,81,212,104,24,39,2
141,UNM_21178,2017-07-28 16:00:00.000000,70,197,68,27,27,5
142,UNM_21176,2017-02-02 04:00:00.000000,61,169,36,18,24,5
143,UNM_21188,2020-02-05 04:00:00.000000,100,183,71,20,22,3
144,UNM_21113,2014-10-31 05:00:00.000000,115,192,105,16,39,4
145,UNM_21183,2018-10-25 04:00:00.000000,81,196,100,25,36,4
146,UNM_21186,2019-07-31 05:00:00.000000,119,225,115,32,26,4
147,UNM_21116,2015-07-30 05:00:00.000000,115,171,88,31,47,9
148,UNM_21119,2016-04-28 06:00:00.000000,87,184,89,11,19,4
149,UNP_20609,2014-04-18 04:45:00.000000,178,293,115,25,65,32
150,UNP_20614,2015-07-23 04:45:00.000000,243,289,129,23,89,18
151,UNP_20815,2019-04-18 04:45:00.000000,156,281,101,10,50,11
152,UNP_20817,2019-10-17 04:45:00.000000,168,313,100,25,105,12
153,UNP_20611,2014-10-23 04:45:00.000000,137,255,132,10,40,12
154,UNP_21288,2013-01-24 03:45:00.000000,180,262,119,31,72,15
155,UNP_20813,2018-07-19 04:45:00.000000,164,247,87,14,58,5
156,UNP_21284,2012-01-19 03:45:00.000000,141,249,100,15,65,18
157,UNP_20700,2018-01-25 15:45:00.000000,153,236,136,22,90,16
158,UNP_20816,2019-07-18 04:45:00.000000,136,292,85,6,58,8
159,UNP_20701,2018-04-26 04:45:00.000000,117,239,82,6,50,7
160,UNP_20615,2015-10-22 04:45:00.000000,200,281,124,13,84,19
161,UNP_20606,2013-07-18 04:45:00.000000,146,222,101,12,55,18
162,UNP_20607,2013-10-17 04:45:00.000000,149,287,99,17,67,17
163,UNP_21286,2012-07-19 04:45:00.000000,148,237,106,10,45,18
164,UNP_20818,2020-01-23 03:45:00.000000,171,337,107,11,80,8
165,UNP_20932,2019-01-24 03:45:00.000000,147,338,130,16,72,5
166,UNP_21287,2012-10-18 04:45:00.000000,172,213,111,26,40,18
167,UNP_20616,2016-01-21 03:45:00.000000,194,244,102,13,85,15
168,UNP_20699,2017-10-26 04:45:00.000000,134,222,111,16,56,10
169,UNP_20617,2016-04-21 04:45:00.000000,191,208,85,8,68,9
170,UNP_20605,2013-04-18 04:45:00.000000,180,231,123,18,63,26
171,UNP_21285,2012-04-19 04:45:00.000000,153,273,112,24,53,29
172,UNP_20619,2016-10-20 04:45:00.000000,176,291,91,12,78,11
173,UNP_20698,2017-07-20 04:45:00.000000,125,247,123,17,64,17
174,UNP_20697,2017-04-27 04:45:00.000000,152,228,101,12,53,22
175,UNP_20608,2014-01-23 03:45:00.000000,129,278,115,15,68,24
176,UNP_20618,2016-07-21 04:45:00.000000,209,244,121,10,69,26
177,UNP_20613,2015-04-23 04:45:00.000000,201,237,130,16,81,17
178,UPS_21205,2017-07-27 04:30:00.000000,90,177,68,14,38,7
179,UPS_21207,2018-02-01 03:30:00.000000,60,201,74,6,69,5
180,UPS_21327,2012-01-31 03:30:00.000000,126,193,92,1,84,5
181,UPS_21137,2014-04-24 04:30:00.000000,90,200,83,18,77,8
182,UPS_21140,2015-02-03 03:30:00.000000,106,167,94,9,93,13
183,UPS_21318,2017-01-31 03:30:00.000000,89,166,60,2,66,5
184,UPS_21204,2017-04-27 04:30:00.000000,87,204,52,5,61,4
185,UPS_21138,2014-07-29 04:30:00.000000,82,163,72,5,79,13
186,UPS_21213,2019-07-24 04:30:00.000000,65,258,58,3,83,11
187,UPS_21139,2014-10-24 04:30:00.000000,64,156,49,10,62,5
188,UPS_21068,2013-04-25 04:30:00.000000,93,174,72,7,68,7
189,UPS_21071,2014-01-30 03:30:00.000000,109,218,75,1,125,13
190,UPS_21212,2019-04-25 04:30:00.000000,75,234,46,0,41,6
191,UPS_21209,2018-07-25 04:30:00.000000,73,197,51,15,51,11
192,UPS_21208,2018-04-26 04:30:00.000000,87,203,45,4,65,4
193,UPS_21141,2015-04-28 04:30:00.000000,98,177,71,11,64,5
194,UPS_21065,2012-07-24 04:30:00.000000,155,140,77,4,98,6
195,UPS_21067,2013-01-31 03:30:00.000000,93,196,91,9,86,13
196,UPS_21321,2016-04-29 04:30:00.000000,96,202,83,15,46,8
197,UPS_21069,2013-07-23 04:30:00.000000,114,170,75,7,75,10
198,UPS_21214,2019-10-22 04:30:00.000000,86,242,54,2,78,3
199,UPS_21142,2015-07-28 04:30:00.000000,100,186,79,1,50,2
200,UPS_21320,2016-07-30 04:30:00.000000,73,149,53,4,91,1
201,UPS_21326,2012-04-26 04:30:00.000000,74,167,50,8,72,12
202,UPS_21215,2020-01-30 03:30:00.000000,67,220,41,3,67,7
203,UPS_21211,2019-01-31 03:30:00.000000,61,235,51,10,60,4
204,UPS_21066,2012-10-23 04:30:00.000000,118,152,67,5,89,7
205,UPS_21206,2017-10-26 04:30:00.000000,75,188,59,2,57,14
206,URI_21203,2020-01-30 06:00:00.000000,95,116,93,2,40,11
207,URI_21202,2019-10-17 07:00:00.000000,79,133,86,2,48,9
208,URI_21300,2019-04-18 07:00:00.000000,75,175,72,1,33,4
209,URI_21324,2017-01-26 06:00:00.000000,68,157,75,1,49,14
210,URI_21064,2013-04-17 07:00:00.000000,84,98,69,10,40,9
211,URI_21132,2016-04-21 07:00:00.000000,107,127,83,4,28,11
212,URI_21336,2013-01-24 06:00:00.000000,74,157,68,8,58,10
213,URI_21195,2017-10-19 07:00:00.000000,77,134,75,9,35,8
214,URI_21334,2013-10-17 07:00:00.000000,54,154,49,1,33,5
215,URI_21126,2014-10-16 07:00:00.000000,50,158,81,3,31,4
216,URI_21338,2012-04-18 07:00:00.000000,77,174,62,4,84,6
217,URI_21339,2012-01-26 07:00:00.000000,53,173,81,0,58,10
218,URI_21131,2016-01-29 07:00:00.000000,104,98,68,9,41,9
219,URI_21124,2014-04-17 07:00:00.000000,83,125,61,2,34,6
220,URI_21125,2014-07-17 07:00:00.000000,59,123,61,0,69,4
221,URI_21201,2019-07-18 07:00:00.000000,103,144,63,5,34,5
222,URI_21136,2017-07-20 07:00:00.000000,79,155,64,4,44,5
223,URI_21130,2015-10-22 07:00:00.000000,90,121,65,3,52,6
224,URI_21199,2018-10-18 07:00:00.000000,88,178,79,3,61,6
225,URI_21133,2016-07-21 07:00:00.000000,98,131,82,2,37,9
226,URI_21135,2017-04-20 07:00:00.000000,62,163,83,2,53,7
227,URI_21337,2012-10-17 07:00:00.000000,81,138,71,2,51,4
228,URI_21134,2016-10-20 07:00:00.000000,72,121,65,7,32,8
229,URI_21127,2015-01-22 06:00:00.000000,76,125,138,1,46,9
230,URI_21196,2018-01-25 07:00:00.000000,51,126,86,2,49,12
231,URI_21198,2018-07-19 07:00:00.000000,80,145,62,6,46,6
232,URI_21197,2018-04-19 07:00:00.000000,58,172,60,5,40,8
233,USB_20958,2016-10-19 05:00:00.000000,101,188,99,19,61,17
234,USB_20634,2015-10-15 05:30:00.000000,66,144,63,11,66,12
235,USB_20636,2016-07-15 05:00:00.000000,122,163,90,14,57,20
236,USB_20544,2015-01-21 04:30:00.000000,91,185,59,6,46,14
237,USB_20722,2018-01-17 04:00:00.000000,58,102,55,18,32,7
238,USB_20719,2017-04-19 05:00:00.000000,77,186,88,9,55,13
239,USB_20970,2012-04-17 04:00:00.000000,112,180,99,19,39,17
240,USB_20959,2016-01-15 04:00:00.000000,127,199,111,19,66,10
241,USB_20827,2019-10-16 05:30:00.000000,75,129,74,1,45,7
242,USB_20635,2016-04-20 05:00:00.000000,106,171,84,21,66,18
243,USB_20824,2019-01-16 04:00:00.000000,70,106,48,16,35,4
244,USB_20825,2019-04-17 05:00:00.000000,77,130,60,3,40,3
245,USB_20720,2017-07-19 05:00:00.000000,82,139,91,9,65,3
246,USB_20579,2014-04-16 05:00:00.000000,89,119,81,9,66,18
247,USB_20581,2014-10-22 05:00:00.000000,101,139,102,13,68,12
248,USB_20724,2018-07-18 05:00:00.000000,77,128,48,3,46,5
249,USB_20966,2013-07-17 05:00:00.000000,83,112,64,9,45,8
250,USB_20965,2013-10-16 05:30:00.000000,49,61,36,2,22,8
251,USB_20826,2019-07-17 05:30:00.000000,84,102,57,6,47,6
252,USB_20968,2013-01-16 03:00:00.000000,113,154,94,23,56,8
253,USB_20969,2012-10-17 05:00:00.000000,69,88,61,7,22,7
254,USB_20964,2014-01-22 04:00:00.000000,156,180,108,23,95,15
255,USB_20580,2014-07-16 05:30:00.000000,65,124,60,10,49,11
256,USB_20823,2018-10-17 05:00:00.000000,91,176,91,12,35,7
257,USB_20554,2012-07-18 05:30:00.000000,120,149,104,26,46,14
258,USB_20723,2018-04-18 05:00:00.000000,82,133,76,4,52,10
259,USB_20967,2013-04-16 04:30:00.000000,123,154,136,21,57,18
260,USB_20828,2020-01-15 04:00:00.000000,64,93,39,8,24,5
261,USB_20721,2017-10-18 05:00:00.000000,66,123,75,7,55,5
262,UTX_21019,2015-01-27 12:00:00.000000,99,170,74,10,57,10
263,UTX_21000,2015-04-21 05:00:00.000000,102,188,90,11,64,6
264,UTX_21055,2016-01-27 03:30:00.000000,130,160,49,16,55,7
265,UTX_21030,2012-04-24 04:00:00.000000,155,176,81,13,38,4
266,UTX_21191,2019-04-23 04:30:00.000000,72,186,86,6,30,14
267,UTX_21054,2015-10-20 04:30:00.000000,114,166,84,12,63,7
268,UTX_21121,2017-10-24 04:30:00.000000,98,154,67,6,38,6
269,UTX_21058,2017-01-25 03:30:00.000000,116,176,75,27,66,18
270,UTX_21193,2019-10-22 04:30:00.000000,80,202,72,9,57,19
271,UTX_21056,2016-07-26 04:30:00.000000,109,141,55,5,46,13
272,UTX_21059,2017-04-26 04:00:00.000000,90,194,70,9,38,12
273,UTX_20989,2018-07-24 04:30:00.000000,96,194,92,10,66,8
274,UTX_21015,2013-07-23 05:00:00.000000,99,166,78,21,50,3
275,UTX_21192,2019-07-23 04:30:00.000000,85,195,87,15,62,11
276,UTX_21016,2013-10-22 05:00:00.000000,112,136,66,7,49,2
277,UTX_21122,2018-01-24 02:30:00.000000,103,180,72,14,71,9
278,UTX_21346,2016-04-27 04:00:00.000000,106,165,69,12,38,9
279,UTX_21014,2013-04-23 05:00:00.000000,135,199,67,11,35,5
280,UTX_21349,2012-07-26 06:00:00.000000,138,192,85,10,59,10
281,UTX_21361,2014-01-22 04:00:00.000000,110,186,77,15,44,3
282,UTX_21189,2018-10-23 04:30:00.000000,105,171,69,17,48,7
283,UTX_21057,2016-10-25 04:30:00.000000,137,161,76,23,77,7
284,UTX_21190,2019-01-23 03:30:00.000000,95,156,106,8,61,5
285,UTX_21360,2014-10-21 05:00:00.000000,108,165,87,20,47,2
286,UTX_21053,2015-07-21 04:30:00.000000,153,135,92,12,30,4
287,UTX_21017,2014-04-22 05:00:00.000000,104,169,64,29,68,7
288,UTX_21012,2012-10-23 04:00:00.000000,126,144,86,18,46,2
289,UTX_21194,2020-01-28 03:00:00.000000,104,125,79,12,61,11
