,Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
283,PH_16835,2017-08-03 07:00:00.000000,58,177,73,1,40,0
284,PH_16837,2018-02-01 06:00:00.000000,94,199,72,9,86,5
285,PH_16937,2019-08-01 07:00:00.000000,108,184,73,2,45,3
286,PH_16739,2015-04-28 07:00:00.000000,126,168,53,5,51,8
287,PH_16831,2016-08-04 07:00:00.000000,109,179,67,4,33,3
288,PH_16933,2018-08-02 07:00:00.000000,76,242,77,0,53,0
289,PH_16738,2015-01-27 06:00:00.000000,76,122,68,3,44,5
290,PH_16934,2018-11-01 07:00:00.000000,75,226,52,5,36,2
291,PH_16740,2015-08-04 07:00:00.000000,141,136,52,4,70,4
292,PH_16834,2017-04-27 07:00:00.000000,77,178,87,0,34,2
293,PH_16832,2016-10-21 07:00:00.000000,83,172,53,1,39,5
294,PH_16701,2013-08-06 07:00:00.000000,113,104,69,1,52,4
295,PH_16737,2014-10-28 06:00:00.000000,97,163,65,1,60,9
296,PH_16939,2020-01-30 06:00:00.000000,118,190,83,2,33,5
297,PH_16695,2012-01-20 05:00:00.000000,108,107,76,7,36,7
298,PHM_18070,2014-07-24 04:30:00.000000,100,190,97,6,57,11
299,PHM_18226,2016-07-21 04:30:00.000000,91,134,95,5,52,13
300,PHM_18502,2013-10-24 04:30:00.000000,110,190,112,2,56,20
301,PHM_18066,2013-04-25 04:30:00.000000,108,208,83,2,45,10
302,PHM_18381,2019-07-23 04:30:00.000000,104,135,69,2,26,4
303,PHM_18071,2014-10-23 04:30:00.000000,119,158,122,5,62,12
304,PHM_18228,2017-01-26 03:30:00.000000,86,159,112,3,28,10
305,PHM_18063,2012-07-26 04:30:00.000000,107,195,104,7,39,19
306,PHM_18379,2019-01-29 03:30:00.000000,118,153,99,4,53,10
307,PHM_18225,2016-04-21 04:30:00.000000,122,177,89,1,53,9
308,PHM_18065,2013-01-31 03:30:00.000000,98,193,107,2,52,8
309,PHM_18223,2015-10-22 04:30:00.000000,156,125,114,19,40,16
310,PHM_18061,2012-02-02 03:30:00.000000,117,173,90,4,38,22
311,PHM_18069,2014-04-24 04:30:00.000000,85,207,83,3,50,11
312,PHM_18382,2020-01-28 03:30:00.000000,88,173,76,1,22,8
313,PHM_18378,2018-10-23 04:30:00.000000,110,101,111,6,31,7
314,PHM_18377,2018-07-26 04:00:00.000000,83,150,86,7,32,4
315,PHM_18416,2017-07-25 04:30:00.000000,80,182,79,5,41,6
316,PHM_18068,2014-01-30 03:30:00.000000,97,186,99,1,52,11
317,PHM_18067,2013-07-25 04:30:00.000000,98,153,84,17,43,9
318,PHM_18072,2015-01-29 03:30:00.000000,106,175,125,2,51,13
319,PHM_18415,2017-10-24 04:30:00.000000,113,128,84,8,42,12
320,PHM_18224,2016-01-28 03:30:00.000000,121,212,119,5,66,3
321,PHM_18064,2012-10-25 04:30:00.000000,91,194,90,0,37,26
322,PHM_18073,2015-04-23 04:30:00.000000,128,201,96,2,50,12
323,PHM_18417,2017-04-26 04:30:00.000000,97,144,113,0,43,6
324,PHM_18222,2015-07-23 04:30:00.000000,92,131,121,8,61,10
325,PKG_16940,2015-07-22 06:00:00.000000,121,163,55,2,34,15
326,PKG_16850,2013-07-17 06:00:00.000000,102,113,79,2,40,7
327,PKG_16848,2013-01-22 05:00:00.000000,104,107,73,9,54,8
328,PKG_16944,2016-07-21 06:00:00.000000,95,126,68,9,35,7
329,PKG_16856,2015-04-21 06:00:00.000000,151,124,75,8,40,5
330,PKG_16941,2015-10-21 06:00:00.000000,113,98,81,1,28,1
331,PKG_16952,2018-07-26 05:00:00.000000,82,139,92,7,31,8
332,PKG_16947,2017-04-27 04:30:00.000000,104,133,63,1,23,5
333,PKG_16945,2016-10-20 06:00:00.000000,90,103,74,17,70,6
334,PKG_16948,2017-07-27 05:00:00.000000,98,144,97,5,27,8
335,PKG_16851,2013-10-15 04:00:00.000000,85,65,53,1,26,6
336,PKG_16852,2014-02-12 05:00:00.000000,94,95,70,4,26,2
337,PKG_16847,2012-10-16 06:00:00.000000,97,154,98,10,38,7
338,PKG_16846,2012-07-17 06:00:00.000000,75,90,51,1,29,8
339,PKG_16942,2016-01-26 04:45:00.000000,115,98,68,6,35,6
340,PKG_16845,2012-04-18 06:00:00.000000,80,79,69,7,37,6
341,PKG_16849,2013-04-23 06:00:00.000000,111,107,73,3,51,6
342,PKG_16946,2017-01-31 05:00:00.000000,85,163,76,1,31,8
343,PKG_16955,2019-04-25 05:00:00.000000,109,86,69,1,25,10
344,PKG_16949,2017-10-26 05:00:00.000000,109,133,87,6,44,9
345,PKG_16951,2018-04-25 05:00:00.000000,93,139,70,4,39,10
346,PKG_17010,2014-10-21 05:00:00.000000,90,113,131,12,46,9
347,PKG_16844,2012-01-24 05:00:00.000000,101,138,78,2,30,10
348,PKG_16855,2015-01-27 05:00:00.000000,130,120,62,5,53,3
349,PKG_16953,2018-10-25 05:00:00.000000,75,113,83,3,31,13
350,PKG_16943,2016-04-21 06:00:00.000000,80,131,67,4,38,4
351,PKG_16956,2019-07-25 05:00:00.000000,51,84,61,2,26,5
352,PKI_16963,2016-11-07 12:00:00.000000,98,182,93,3,36,10
353,PKI_16968,2018-04-30 13:00:00.000000,60,186,113,11,40,6
354,PKI_16765,2012-02-02 12:00:00.000000,60,169,95,5,30,6
355,PKI_16766,2012-04-26 13:00:00.000000,69,157,91,5,28,6
356,PKI_16858,2014-10-30 13:00:00.000000,89,185,130,3,42,13
357,PKI_16770,2013-04-25 13:00:00.000000,202,137,139,3,57,4
358,PKI_17005,2013-08-01 13:00:00.000000,98,146,127,4,40,5
359,PKI_16974,2019-10-31 13:00:00.000000,71,232,98,14,60,8
360,PKI_16965,2017-05-04 13:00:00.000000,84,216,100,1,23,12
361,PKI_16863,2016-02-04 12:00:00.000000,116,234,159,5,57,5
362,PKI_17001,2014-04-24 13:00:00.000000,58,185,86,10,30,3
363,PKI_16769,2013-01-31 12:00:00.000000,84,147,104,6,47,17
364,PKI_16970,2018-10-31 13:00:00.000000,75,177,101,7,34,9
365,PKI_16768,2012-10-25 13:00:00.000000,105,180,84,6,33,7
366,PKI_16861,2015-07-31 13:00:00.000000,92,165,111,4,45,8
367,PKI_16964,2017-02-02 12:00:00.000000,105,207,120,9,53,14
368,PKI_16966,2017-11-02 13:00:00.000000,50,164,63,4,35,5
369,PKI_16860,2015-05-01 13:00:00.000000,86,250,124,6,43,4
370,PKI_16862,2015-11-05 12:00:00.000000,97,178,119,0,24,8
371,PKI_16962,2016-08-04 13:00:00.000000,79,198,118,8,32,10
372,PKI_16969,2018-08-01 13:00:00.000000,54,190,103,1,36,10
373,PKI_16975,2020-01-27 12:00:00.000000,80,146,113,4,39,6
